Transaccion_ID,SKU_ID,Fecha_Venta,Cantidad_Vendida,Precio_Venta_Final,Costo_Envio,Tiempo_Entrega_Real,Estado_Envio,Ciudad_Destino,Canal_Venta,Categoria,Stock_Actual,Costo_Unitario_USD,Punto_Reorden,Lead_Time_Dias,Bodega_Origen,Ultima_Revision,_catalog_match,NPS,Rating_Producto,Rating_Logistica,Ticket_Soporte,Venta_Fantasma,Ingreso_USD,Margen_USD,Margen_Pct,Brecha_Entrega_Dias
TRX-11399,PROD-2073,2025-07-12,10,465.94,94.67,13,Retrasado,Ventas_Web,WhatsApp,Smartphones,1957.0,718.06,125.0,0.0,OCCIDENTE,2025-05-23,both,,,,,False,4659.4,-2615.87,-56.14177791131906,13.0
TRX-11401,PROD-2560,2025-02-12,6,60.26,49.27,19,Entregado,Ventas_Web,Físico,Smartphones,410.0,894.0,142.0,0.0,NORTE,2025-01-21,both,12.0,3.5,3.0,0.0,False,361.56,-5051.71,-1397.1982520190286,19.0
TRX-11402,PROD-3615,2025-07-27,9,672.04,18.51,24,Perdido,Bucaramanga,Online,,,,,,,,left_only,-48.7,3.0,1.0,1.0,True,6048.36,,,
TRX-11403,PROD-2521,2026-01-26,10,527.58,21.92,16,Retrasado,Medellín,Físico,Laptops,1709.0,1212.67,262.0,10.0,SUR,2024-05-27,both,,,,,False,5275.8,-6872.820000000001,-130.27066985101789,6.0
TRX-11404,PROD-1443,2025-04-07,7,105.77,52.345,19,Perdido,Medellín,Online,Sin categoría,1776.0,478.94,200.0,3.0,BOD-EXT-99,2024-10-12,both,-35.3,2.0,5.0,0.0,False,740.39,-2664.535,-359.88262942503275,16.0
TRX-11405,PROD-3764,2026-01-11,1,817.4,40.87,8,Entregado,Bogotá,App,,,,,,,,left_only,,,,,True,817.4,,,
TRX-11406,PROD-1957,2025-05-05,1,1250.0,24.96,23,En Camino,Cali,Online,Laptops,105.0,1294.83,100.0,0.0,NORTE,2024-08-31,both,38.45,3.5,3.5,1.0,False,1250.0,-69.78999999999994,-5.583199999999995,23.0
TRX-11407,PROD-2931,2025-10-22,14,1766.28,12.88,2,Perdido,Bogotá,WhatsApp,Accesorios,893.0,1321.82,282.0,27.5,NORTE,2024-12-30,both,,,,,False,24727.92,6209.559999999999,25.111533845143462,-25.5
TRX-11408,PROD-1102,2024-11-04,4,1979.48,69.01,1,Perdido,Cali,App,Tablets,1180.0,722.77,203.0,3.0,NORTE,2025-05-16,both,,,,,False,7917.92,4957.83,62.615308060702816,-2.0
TRX-11409,PROD-3537,2025-12-20,12,1618.1,60.24,17,Devuelto,Ventas_Web,App,,,,,,,,left_only,-7.850000000000001,3.0,3.0,1.0,True,19417.199999999997,,,
TRX-11410,PROD-3299,2025-02-20,2,942.67,32.67,18,Entregado,Ventas_Web,App,Sin categoría,925.0,257.44,199.0,0.0,ZONA_FRANCA,2024-10-22,both,,,,,False,1885.34,1337.79,70.95749307817158,18.0
TRX-11411,PROD-2343,2025-07-15,3,1450.17,79.0,7,Desconocido,Medellín,App,Laptops,6.0,1102.82,109.0,5.0,ZONA_FRANCA,2025-06-27,both,,,,,False,4350.51,963.0500000000002,22.136485147718314,2.0
TRX-11412,PROD-3498,2024-11-24,12,1688.81,78.72,9,En Camino,Cali,App,Smartphones,682.0,1456.67,121.0,27.5,NORTE,2025-10-11,both,,,,,False,20265.72,2706.9600000000005,13.357334454438332,-18.5
TRX-11413,PROD-1906,2025-01-30,7,935.96,51.65,23,Devuelto,Bogotá,App,Tablets,962.0,349.89,130.0,5.0,NORTE,2025-07-21,both,,,,,False,6551.72,4050.8399999999997,61.8286495759892,18.0
TRX-11414,PROD-3652,2025-06-04,14,1572.26,14.17,3,Retrasado,Ventas_Web,App,,,,,,,,left_only,,,,,True,22011.64,,,
TRX-11415,PROD-1258,2025-12-29,7,970.48,92.25,24,En Camino,Bogotá,Online,Sin categoría,1390.0,620.0,135.0,5.0,OCCIDENTE,2026-01-16,both,,,,,False,6793.360000000001,2361.1100000000006,34.756144234958846,19.0
TRX-11416,PROD-3602,2025-08-31,14,779.13,52.345,24,Devuelto,Bogotá,WhatsApp,,,,,,,,left_only,,,,,True,10907.82,,,
TRX-11417,PROD-2901,2025-04-24,12,1056.92,68.52,25,Retrasado,Bogotá,Online,Monitores,567.0,669.0,110.0,5.0,SUR,2024-03-18,both,,,,,False,12683.04,4586.52,36.162623471975174,20.0
TRX-11418,PROD-3871,2024-12-04,3,1354.95,28.47,11,En Camino,Medellín,App,,,,,,,,left_only,,,,,True,4064.8500000000004,,,
TRX-11419,PROD-2237,2025-11-27,13,1456.5,62.99,28,Devuelto,Medellín,App,Sin categoría,194.0,916.27,144.0,3.0,NORTE,2025-08-26,both,,,,,False,18934.5,6960.0,36.758298344292164,25.0
TRX-11420,PROD-3659,2025-01-04,2,719.91,43.48,16,En Camino,Bucaramanga,App,,,,,,,,left_only,,,,,True,1439.82,,,
TRX-11421,PROD-2672,2025-02-27,13,1146.93,65.36,29,Perdido,Barranquilla,Online,Sin categoría,1988.0,1467.31,163.0,27.5,BOD-EXT-99,2025-09-16,both,,,,,False,14910.09,-4230.299999999998,-28.372062140469968,1.5
TRX-11422,PROD-1477,2025-06-21,13,1820.64,50.02,9,Devuelto,Bogotá,WhatsApp,Sin categoría,1631.0,845.87,154.0,10.0,NORTE,2025-03-22,both,,,,,False,23668.32,12621.99,53.32862661988683,-1.0
TRX-11423,PROD-1572,2025-08-03,1,1952.86,51.12,12,Perdido,Ventas_Web,WhatsApp,Laptops,97.0,705.02,151.0,5.0,NORTE,2024-09-24,both,,,,,False,1952.86,1196.72,61.28037852175784,7.0
TRX-11424,PROD-1185,2025-05-18,9,462.22,74.91,14,Devuelto,Ventas_Web,Online,Monitores,1008.0,623.13,274.0,5.0,OCCIDENTE,2024-06-30,both,-85.5,3.0,3.0,1.0,False,4159.9800000000005,-1523.0999999999997,-36.61315679402304,9.0
TRX-11425,PROD-1152,2025-07-22,10,393.73,63.3,25,Perdido,Bogotá,Físico,Laptops,1422.0,222.03,186.0,5.0,SUR,2025-04-06,both,,,,,False,3937.3,1653.7,42.00086353592563,20.0
TRX-11426,PROD-2246,2025-09-29,3,1356.6,12.6,4,Entregado,Cali,Físico,Laptops,8.0,546.09,174.0,27.5,BOD-EXT-99,2026-01-20,both,-33.4,4.0,1.0,1.0,False,4069.7999999999997,2418.93,59.43609022556391,-23.5
TRX-11427,PROD-3017,2025-02-27,9,835.22,11.21,26,Perdido,Bucaramanga,WhatsApp,Tablets,611.0,868.66,243.0,0.0,SUR,2025-09-04,both,,,,,False,7516.9800000000005,-312.1699999999991,-4.152864581254693,26.0
TRX-11428,PROD-1475,2025-01-09,4,58.2,52.345,4,Entregado,Bogotá,Físico,Sin categoría,987.0,795.97,215.0,5.0,BOD-EXT-99,2025-05-24,both,13.7,1.0,5.0,0.0,False,232.8,-3003.4249999999997,-1290.1310137457044,-1.0
TRX-11429,PROD-1398,2024-10-01,10,700.26,33.98,11,Desconocido,Ventas_Web,Online,Sin categoría,606.0,1133.26,130.0,5.0,ZONA_FRANCA,2025-07-23,both,4.5,1.5,1.5,0.5,False,7002.6,-4363.98,-62.319424213863414,6.0
TRX-11430,PROD-1961,2025-08-09,6,1615.42,45.87,2,En Camino,Cali,WhatsApp,Laptops,73.0,1032.7,127.0,10.0,NORTE,2024-12-31,both,,,,,False,9692.52,3450.45,35.599101162545956,-8.0
TRX-11431,PROD-3201,2024-11-20,13,1596.88,31.15,24,Retrasado,Ventas_Web,WhatsApp,Laptops,1155.0,870.49,144.0,5.0,OCCIDENTE,2025-11-22,both,,,,,False,20759.440000000002,9411.920000000002,45.33802453245367,19.0
TRX-11432,PROD-1555,2025-09-15,7,994.42,66.89,18,Retrasado,Bogotá,Online,Sin categoría,342.0,1029.71,191.0,5.0,SUR,2024-03-19,both,,,,,False,6960.94,-313.92000000000064,-4.5097357540792,13.0
TRX-11433,PROD-2591,2025-04-02,10,950.43,23.54,3,Retrasado,Medellín,Online,Smartphones,1840.0,290.97,198.0,5.0,OCCIDENTE,2025-09-02,both,,,,,False,9504.3,6571.059999999999,69.13775869869426,-2.0
TRX-11434,PROD-2858,2025-02-05,14,1163.22,71.89,25,Entregado,Cali,Online,Smartphones,1609.0,1250.87,162.0,10.0,BOD-EXT-99,2025-10-12,both,,,,,False,16285.08,-1298.9900000000005,-7.976565052182736,15.0
TRX-11435,PROD-2519,2025-05-31,6,446.6,78.45,2,Retrasado,Barranquilla,App,Monitores,1647.0,1466.1,133.0,10.0,BOD-EXT-99,2025-07-21,both,34.7,3.0,1.0,1.0,False,2679.6000000000004,-6195.449999999998,-231.20801612180912,-8.0
TRX-11436,PROD-3746,2025-10-06,1,1056.83,16.81,1,Retrasado,Ventas_Web,Físico,,,,,,,,left_only,5.0,3.0,1.0,1.0,True,1056.83,,,
TRX-11437,PROD-3852,2025-12-02,6,31.98,66.83,5,Perdido,Bogotá,Físico,,,,,,,,left_only,,,,,True,191.88,,,
TRX-11438,PROD-3212,2025-02-15,11,956.36,96.34,7,Desconocido,Medellín,WhatsApp,Tablets,1854.0,536.34,286.0,5.0,NORTE,2025-06-12,both,-7.8,4.0,1.0,0.0,False,10519.960000000001,4523.88,43.002825105798884,2.0
TRX-11439,PROD-2716,2025-09-04,14,678.74,23.32,20,Retrasado,Bogotá,Físico,Sin categoría,793.0,1451.76,285.0,3.0,NORTE,2025-07-27,both,,,,,False,9502.36,-10845.599999999999,-114.13585677663232,17.0
TRX-11440,PROD-3405,2026-01-01,6,1352.99,52.345,4,Entregado,Bucaramanga,WhatsApp,Laptops,1580.0,657.45,293.0,5.0,SUR,2025-02-20,both,,,,,False,8117.9400000000005,4120.8949999999995,50.762816675166356,-1.0
TRX-11441,PROD-3976,2025-09-09,5,1280.32,91.38,27,Perdido,Barranquilla,WhatsApp,,,,,,,,left_only,,,,,True,6401.599999999999,,,
TRX-11442,PROD-1632,2024-11-19,3,767.86,62.57,3,Entregado,Bogotá,App,Monitores,1709.0,108.41,162.0,5.0,SUR,2025-02-15,both,23.6,2.0,2.0,1.0,False,2303.58,1915.78,83.16533395844729,-2.0
TRX-11443,PROD-2699,2025-03-18,10,24.47,61.14,6,Devuelto,Barranquilla,WhatsApp,Sin categoría,130.0,990.03,240.0,27.5,NORTE,2024-12-29,both,,,,,False,244.7,-9716.739999999998,-3970.878626890069,-21.5
TRX-11444,PROD-3682,2025-07-07,3,512.02,9.93,12,Retrasado,Medellín,App,,,,,,,,left_only,,,,,True,1536.06,,,
TRX-11445,PROD-1405,2025-05-25,11,1270.36,76.09,29,Entregado,Medellín,Físico,Accesorios,579.0,1114.52,212.0,27.5,OCCIDENTE,2025-02-25,both,,,,,False,13973.96,1638.1499999999999,11.722875977890304,1.5
TRX-11446,PROD-3004,2024-11-09,10,154.02,50.44,16,Entregado,Bogotá,App,Sin categoría,1863.0,986.6,294.0,5.0,NORTE,2025-05-31,both,,,,,False,1540.2,-8376.24,-543.841059602649,11.0
TRX-11447,PROD-3521,2025-07-20,13,224.21,73.51,8,Perdido,Barranquilla,Online,,,,,,,,left_only,,,,,True,2914.73,,,
TRX-11448,PROD-2671,2025-12-04,7,1297.6,81.87,11,Devuelto,Bucaramanga,App,Monitores,649.0,295.28,123.0,3.0,NORTE,2025-04-19,both,21.9,5.0,2.0,1.0,False,9083.199999999999,6934.369999999999,76.3428087017791,8.0
TRX-11449,PROD-2145,2025-09-13,8,1513.98,54.76,13,Devuelto,Bucaramanga,WhatsApp,Laptops,939.0,1204.84,241.0,10.0,NORTE,2024-11-30,both,,,,,False,12111.84,2418.3600000000006,19.966908413585386,3.0
TRX-11450,PROD-1134,2024-12-31,14,649.88,30.05,14,Retrasado,Cali,Físico,Smartphones,0.0,742.16,105.0,5.0,SUR,2025-07-27,both,-76.3,1.0,3.0,0.0,False,9098.32,-1321.97,-14.529825286426506,9.0
TRX-11451,PROD-3827,2025-04-23,3,984.45,18.45,27,Desconocido,Ventas_Web,WhatsApp,,,,,,,,left_only,,,,,True,2953.3500000000004,,,
TRX-11452,PROD-2517,2025-07-21,3,1891.97,52.345,18,En Camino,Medellín,Físico,Smartphones,1655.0,982.03,194.0,27.5,BOD-EXT-99,2025-01-12,both,,,,,False,5675.91,2677.475,47.17261196882967,-9.5
TRX-11453,PROD-1889,2026-01-15,7,1891.63,20.25,22,En Camino,Medellín,WhatsApp,Laptops,232.0,1152.01,170.0,5.0,NORTE,2025-03-20,both,,,,,False,13241.41,5157.09,38.94668317044786,17.0
TRX-11454,PROD-2816,2025-11-11,10,621.93,87.36,8,Perdido,Medellín,App,Tablets,1874.0,124.19,280.0,27.5,OCCIDENTE,2024-03-04,both,,,,,False,6219.299999999999,4890.04,78.62685511231169,-19.5
TRX-11455,PROD-2821,2025-03-06,12,1621.88,16.74,1,Retrasado,Barranquilla,WhatsApp,Smartphones,837.0,780.99,234.0,5.0,BOD-EXT-99,2025-05-31,both,,,,,False,19462.56,10073.94,51.76061114262461,-4.0
TRX-11456,PROD-1967,2025-10-27,7,1191.95,41.55,4,Perdido,Bucaramanga,Online,Laptops,391.0,739.44,197.0,3.0,ZONA_FRANCA,2025-03-03,both,-87.3,3.0,3.0,1.0,False,8343.65,3126.0199999999995,37.46585726870134,1.0
TRX-11457,PROD-2485,2025-11-26,11,1951.21,36.76,17,Desconocido,Bucaramanga,Online,Smartphones,1146.0,666.98,267.0,10.0,NORTE,2025-08-01,both,70.8,1.0,3.0,0.0,False,21463.31,14089.77,65.64583934164861,7.0
TRX-11458,PROD-1406,2025-01-26,9,960.45,87.22,20,Retrasado,Bucaramanga,Físico,Laptops,1490.0,544.91,161.0,10.0,NORTE,2025-05-18,both,,,,,False,8644.050000000001,3652.6400000000017,42.2561183704398,10.0
TRX-11459,PROD-3808,2025-07-21,14,1551.67,50.38,27,Devuelto,Bogotá,Físico,,,,,,,,left_only,,,,,True,21723.38,,,
TRX-11460,PROD-2504,2025-12-28,6,1538.59,99.66,25,En Camino,Medellín,App,Smartphones,507.0,449.57,185.0,3.0,ZONA_FRANCA,2024-08-21,both,21.3,1.0,3.0,1.0,False,9231.539999999999,6434.459999999999,69.70082998069661,22.0
TRX-11461,PROD-3230,2025-01-21,13,999.89,75.02,22,Entregado,Bucaramanga,WhatsApp,Laptops,288.0,172.11,194.0,5.0,SUR,2025-02-01,both,-28.6,3.0,4.0,1.0,False,12998.57,10686.119999999999,82.20996617320212,17.0
TRX-11462,PROD-3641,2024-12-19,7,1593.3,85.84,6,En Camino,Cali,Online,,,,,,,,left_only,-22.1,2.0,2.0,1.0,True,11153.1,,,
TRX-11463,PROD-2469,2025-04-27,11,529.47,14.37,5,Retrasado,Bogotá,App,Laptops,176.0,1030.78,218.0,0.0,NORTE,2024-08-07,both,-10.2,3.0,2.0,0.0,False,5824.17,-5528.78,-94.92820436216662,5.0
TRX-11464,PROD-1248,2024-11-22,10,253.28,52.345,14,Desconocido,Bucaramanga,Físico,Laptops,1338.0,372.88,106.0,3.0,NORTE,2025-09-12,both,,,,,False,2532.8,-1248.345,-49.28715255843335,11.0
TRX-11465,PROD-2630,2025-07-21,1,856.08,29.04,19,En Camino,Cali,App,Smartphones,1576.0,706.6,268.0,10.0,ZONA_FRANCA,2024-06-17,both,-61.9,1.0,3.0,0.0,False,856.08,120.44000000000003,14.068778618820673,9.0
TRX-11466,PROD-2130,2025-03-20,7,1887.83,17.87,14,Entregado,Cali,Físico,Tablets,533.0,1405.45,157.0,3.0,ZONA_FRANCA,2024-04-22,both,,,,,False,13214.81,3358.79,25.416861839103248,11.0
TRX-11467,PROD-1777,2025-03-31,2,1006.48,49.04,2,Devuelto,Bogotá,Físico,Sin categoría,497.0,1494.96,174.0,0.0,SUR,2024-08-01,both,,,,,False,2012.96,-1026.0,-50.969716238772754,2.0
TRX-11468,PROD-1500,2025-03-04,7,1274.17,73.24,9,Devuelto,Ventas_Web,App,Smartphones,987.0,754.95,196.0,0.0,ZONA_FRANCA,2025-09-03,both,-2.2666666666666666,3.0,3.6666666666666665,0.3333333333333333,False,8919.19,3561.3,39.928513687902154,9.0
TRX-11469,PROD-2862,2024-12-12,3,1252.08,21.06,25,Retrasado,Medellín,WhatsApp,Smartphones,168.0,121.5,199.0,10.0,SUR,2025-02-16,both,-65.4,5.0,3.0,0.0,False,3756.24,3370.68,89.73548016101208,15.0
TRX-11470,PROD-1375,2026-01-29,9,273.82,17.37,7,En Camino,Bucaramanga,App,Accesorios,987.0,476.4,247.0,27.5,ZONA_FRANCA,2025-01-16,both,,,,,False,2464.38,-1840.5899999999992,-74.68775107735006,-20.5
TRX-11471,PROD-3714,2025-03-11,13,786.69,63.39,18,Retrasado,Medellín,Físico,,,,,,,,left_only,,,,,True,10226.970000000001,,,
TRX-11472,PROD-1868,2025-07-20,5,1416.81,26.88,20,En Camino,Cali,Online,Smartphones,1527.0,1334.95,293.0,5.0,ZONA_FRANCA,2024-04-07,both,,,,,False,7084.049999999999,382.4199999999993,5.398324404824914,15.0
TRX-11473,PROD-3628,2025-10-01,7,1944.26,50.54,11,Perdido,Ventas_Web,WhatsApp,,,,,,,,left_only,,,,,True,13609.82,,,
TRX-11474,PROD-3619,2025-04-06,8,344.36,9.86,8,Retrasado,Cali,WhatsApp,,,,,,,,left_only,99.6,2.0,2.0,0.0,True,2754.88,,,
TRX-11475,PROD-3445,2025-04-13,13,826.78,69.66,26,En Camino,Bogotá,Online,Monitores,860.0,595.16,123.0,5.0,NORTE,2026-01-17,both,,,,,False,10748.14,2941.3999999999996,27.366595522574137,21.0
TRX-11476,PROD-1087,2024-11-08,12,199.24,52.345,22,Perdido,Bogotá,WhatsApp,Laptops,634.0,548.74,214.0,0.0,ZONA_FRANCA,2025-01-30,both,52.9,4.0,3.0,1.0,False,2390.88,-4246.345,-177.60594425483504,22.0
TRX-11477,PROD-1207,2025-12-29,2,492.33,56.43,21,Retrasado,Medellín,Físico,Accesorios,841.0,1032.29,109.0,3.0,SUR,2024-11-03,both,,,,,False,984.66,-1136.3500000000001,-115.40531757154756,18.0
TRX-11478,PROD-2366,2025-02-27,11,759.75,66.51,27,Devuelto,Ventas_Web,App,Smartphones,859.0,1217.5,195.0,5.0,NORTE,2024-05-07,both,,,,,False,8357.25,-5101.76,-61.04591821472375,22.0
TRX-11479,PROD-1997,2025-11-04,1,1085.88,31.16,10,Desconocido,Cali,Físico,Accesorios,103.0,1415.98,124.0,27.5,BOD-EXT-99,2025-06-29,both,,,,,False,1085.88,-361.25999999999993,-33.268869488341245,-17.5
TRX-11480,PROD-1515,2025-04-04,7,468.83,31.47,18,Perdido,Bucaramanga,WhatsApp,Smartphones,717.0,1282.44,133.0,5.0,SUR,2025-03-18,both,,,,,False,3281.81,-5726.740000000001,-174.4994378102328,13.0
TRX-11481,PROD-3312,2025-11-23,6,462.85,81.13,17,Retrasado,Medellín,Online,Smartphones,1724.0,1159.47,111.0,5.0,NORTE,2025-05-18,both,5.5,2.0,3.5,0.0,False,2777.1000000000004,-4260.849999999999,-153.42803644089153,12.0
TRX-11482,PROD-1840,2025-11-14,6,1557.88,73.26,17,Entregado,Cali,WhatsApp,Smartphones,47.0,673.03,296.0,27.5,BOD-EXT-99,2024-12-15,both,,,,,False,9347.28,5235.84,56.0145839217398,-10.5
TRX-11483,PROD-1281,2025-06-28,2,1925.66,60.07,1,Desconocido,Medellín,Físico,Accesorios,964.0,494.33,190.0,27.5,NORTE,2025-04-05,both,,,,,False,3851.32,2802.59,72.76959587881558,-26.5
TRX-11484,PROD-3270,2025-08-05,3,653.99,64.67,27,Devuelto,Cali,WhatsApp,Monitores,603.0,952.69,277.0,0.0,OCCIDENTE,2025-01-18,both,,,,,False,1961.97,-960.7700000000001,-48.969658047778516,27.0
TRX-11485,PROD-1848,2026-01-14,4,1379.1,13.93,22,Desconocido,Cali,WhatsApp,Smartphones,520.0,494.3,291.0,5.0,OCCIDENTE,2025-04-03,both,,,,,False,5516.4,3525.27,63.90526430280619,17.0
TRX-11486,PROD-3401,2025-11-17,3,523.58,86.34,4,Desconocido,Ventas_Web,Físico,Accesorios,1562.0,1151.3,264.0,3.0,BOD-EXT-99,2024-04-22,both,,,,,False,1570.7400000000002,-1969.4999999999993,-125.38676038045755,1.0
TRX-11487,PROD-1884,2025-06-18,2,1856.62,78.14,11,Perdido,Bucaramanga,WhatsApp,Sin categoría,1077.0,1295.71,168.0,27.5,ZONA_FRANCA,2024-09-02,both,,,,,False,3713.24,1043.6799999999996,28.10699012183429,-16.5
TRX-11488,PROD-1954,2026-01-16,3,1349.08,52.345,9,En Camino,Ventas_Web,Físico,Smartphones,1039.0,1227.32,183.0,5.0,OCCIDENTE,2024-12-26,both,,,,,False,4047.24,312.9349999999997,7.732059378737108,4.0
TRX-11489,PROD-2345,2025-04-09,14,1607.33,61.1,9,Entregado,Medellín,Online,Smartphones,62.0,489.02,247.0,5.0,BOD-EXT-99,2025-06-02,both,-58.7,4.0,1.0,0.0,False,22502.62,15595.24,69.304107699459,4.0
TRX-11490,PROD-1604,2025-05-04,6,108.21,92.27,3,En Camino,Medellín,WhatsApp,Smartphones,1832.0,1214.37,115.0,5.0,SUR,2024-04-13,both,,,,,False,649.26,-6729.23,-1036.4461078766594,-2.0
TRX-11491,PROD-3441,2025-06-12,9,1201.03,21.02,6,Desconocido,Barranquilla,Online,Laptops,225.0,789.1,246.0,5.0,OCCIDENTE,2024-07-22,both,-11.9,3.0,2.0,1.0,False,10809.27,3686.35,34.10359811532138,1.0
TRX-11492,PROD-1011,2025-11-22,4,1059.95,70.23,6,Entregado,Bucaramanga,App,Smartphones,533.0,1444.16,133.0,5.0,NORTE,2026-01-26,both,-81.1,2.0,5.0,0.0,False,4239.8,-1607.0700000000002,-37.90438228218312,1.0
TRX-11493,PROD-2135,2025-03-07,6,593.06,96.48,10,Retrasado,Medellín,WhatsApp,Smartphones,937.0,462.07,257.0,0.0,ZONA_FRANCA,2025-02-19,both,,,,,False,3558.3599999999997,689.4599999999996,19.37577985364043,10.0
TRX-11494,PROD-1592,2025-03-21,1,532.24,34.45,10,Retrasado,Medellín,App,Monitores,912.0,540.22,217.0,3.0,NORTE,2025-01-04,both,,,,,False,532.24,-42.43000000000002,-7.971967533443563,7.0
TRX-11495,PROD-1532,2025-11-24,12,1164.25,6.45,17,En Camino,Medellín,Online,Laptops,122.0,772.29,235.0,3.0,NORTE,2024-03-08,both,,,,,False,13971.0,4697.070000000001,33.62014172213872,14.0
TRX-11496,PROD-3212,2025-04-02,6,1415.91,74.81,15,Desconocido,Bogotá,Online,Tablets,1854.0,536.34,286.0,5.0,NORTE,2025-06-12,both,,,,,False,8495.460000000001,5202.610000000001,61.23988577428414,10.0
TRX-11497,PROD-2026,2025-10-24,12,76.01,5.66,25,En Camino,Barranquilla,Físico,Tablets,937.0,714.14,265.0,27.5,NORTE,2024-09-12,both,-95.5,2.0,2.0,1.0,False,912.1200000000001,-7663.22,-840.1548041924308,-2.5
TRX-11498,PROD-1714,2025-04-26,3,1139.13,87.89,4,En Camino,Bucaramanga,App,Sin categoría,1090.0,234.07,162.0,27.5,NORTE,2025-07-25,both,,,,,False,3417.3900000000003,2627.2900000000004,76.88001662087149,-23.5
TRX-11499,PROD-1450,2025-07-03,9,349.21,10.35,22,Perdido,Bogotá,App,Laptops,987.0,73.55,181.0,5.0,NORTE,2025-06-02,both,,,,,False,3142.89,2470.59,78.60885999828184,17.0
TRX-11501,PROD-1105,2025-01-07,4,1250.01,67.01,28,Devuelto,Cali,App,Tablets,1305.0,361.31,167.0,3.0,SUR,2024-03-16,both,,,,,False,5000.04,3487.79,69.75524195806435,25.0
TRX-11502,PROD-1539,2026-01-01,7,628.63,40.83,8,En Camino,Bogotá,Online,Tablets,1890.0,895.54,170.0,5.0,OCCIDENTE,2024-03-27,both,,,,,False,4400.41,-1909.1999999999998,-43.38686622382914,3.0
TRX-11503,PROD-1060,2024-12-29,4,887.35,24.32,1,Retrasado,Barranquilla,Online,Smartphones,1389.0,358.05,231.0,3.0,ZONA_FRANCA,2024-11-16,both,-11.2,2.0,3.0,1.0,False,3549.4,2092.8799999999997,58.9643319997746,-2.0
TRX-11504,PROD-2467,2025-09-25,11,726.4,90.33,24,Desconocido,Cali,Online,Laptops,1631.0,1367.8,257.0,3.0,SUR,2024-05-14,both,-71.5,1.0,1.0,0.0,False,7990.4,-7145.73,-89.42893972767321,21.0
TRX-11505,PROD-1974,2026-01-17,6,1300.19,75.89,22,Desconocido,Barranquilla,Online,Accesorios,1969.0,1094.56,160.0,5.0,NORTE,2025-09-20,both,,,,,False,7801.14,1157.8900000000006,14.842574290424226,17.0
TRX-11506,PROD-3411,2026-02-03,14,945.54,37.34,17,Desconocido,Medellín,WhatsApp,Smartphones,1395.0,125.8,223.0,5.0,SUR,2024-07-31,both,41.35,3.5,4.5,1.0,False,13237.56,11439.019999999999,86.41335714436799,12.0
TRX-11507,PROD-2326,2025-05-10,7,1927.28,31.99,12,Retrasado,Bogotá,Físico,Laptops,830.0,1074.58,245.0,10.0,SUR,2024-12-10,both,-49.7,2.0,3.0,0.0,False,13490.96,5936.91,44.00657922045577,2.0
TRX-11508,PROD-1064,2025-06-06,2,711.24,74.92,12,En Camino,Bogotá,WhatsApp,Smartphones,1663.0,1332.65,106.0,5.0,BOD-EXT-99,2025-08-02,both,,,,,False,1422.48,-1317.7400000000002,-92.63680332939657,7.0
TRX-11509,PROD-1713,2024-11-04,10,1483.17,84.47,25,Desconocido,Medellín,WhatsApp,Accesorios,947.0,296.34,155.0,27.5,SUR,2025-08-01,both,,,,,False,14831.7,11783.830000000002,79.45029902169004,-2.5
TRX-11510,PROD-2086,2025-05-22,6,522.01,73.01,13,Desconocido,Cali,App,Laptops,390.0,635.05,268.0,10.0,ZONA_FRANCA,2025-12-28,both,,,,,False,3132.06,-751.2499999999998,-23.985811255212216,3.0
TRX-11511,PROD-1214,2024-11-03,8,1022.42,65.8,25,En Camino,Bogotá,Físico,Smartphones,1331.0,1274.77,276.0,27.5,ZONA_FRANCA,2024-08-31,both,,,,,False,8179.36,-2084.6000000000004,-25.48610160208134,-2.5
TRX-11512,PROD-1519,2024-12-26,13,1109.61,52.345,26,Retrasado,Bogotá,WhatsApp,Tablets,1994.0,206.66,128.0,5.0,NORTE,2025-01-25,both,21.5,5.0,2.0,1.0,False,14424.929999999998,11686.005,81.01255950635463,21.0
TRX-11513,PROD-2724,2025-11-30,13,664.93,26.65,14,Perdido,Medellín,WhatsApp,Tablets,1085.0,812.84,257.0,5.0,BOD-EXT-99,2025-07-07,both,,,,,False,8644.09,-1949.48,-22.552749913524732,9.0
TRX-11514,PROD-3154,2025-06-03,12,948.84,86.02,8,Desconocido,Barranquilla,Físico,Sin categoría,1032.0,963.53,272.0,5.0,SUR,2025-02-11,both,24.6,1.0,4.0,0.0,False,11386.08,-262.30000000000064,-2.3036901198656663,3.0
TRX-11515,PROD-1465,2025-03-29,6,565.76,76.22,14,Entregado,Barranquilla,Online,Smartphones,1910.0,221.42,239.0,3.0,NORTE,2026-01-15,both,,,,,False,3394.56,1989.82,58.61790629713424,11.0
TRX-11516,PROD-1260,2025-10-12,2,21.94,54.14,7,Retrasado,Bogotá,Físico,Laptops,685.0,74.06,251.0,10.0,BOD-EXT-99,2025-04-24,both,,,,,False,43.88,-158.38,-360.9389243391066,-3.0
TRX-11517,PROD-2950,2025-07-26,4,439.14,53.6,17,Entregado,Barranquilla,Físico,Accesorios,987.0,132.65,109.0,5.0,NORTE,2025-05-02,both,,,,,False,1756.56,1172.3600000000001,66.74181354465547,12.0
