Feedback_ID,Transaccion_ID,Rating_Producto,Rating_Logistica,Comentario_Texto,Recomienda_Marca,Ticket_Soporte_Abierto,Edad_Cliente,Satisfaccion_NPS,Ticket_Soporte
FB-9025,TRX-15269,5.0,1,No volvería,SI,No,23.0,74.2,False
FB-9026,TRX-13007,5.0,4,Dañado,Maybe,No,37.0,-5.3,False
FB-9027,TRX-17247,1.0,4,Lento,NO,No,84.0,73.4,False
FB-9028,TRX-10099,1.0,5,Precio justo,Maybe,No,48.0,2.9,False
FB-9029,TRX-11058,5.0,3,Precio justo,NO,Sí,67.0,18.0,True
FB-9030,TRX-18055,2.0,4,---,NO,1,60.0,7.5,True
FB-9031,TRX-11146,5.0,5,No volvería,Maybe,0,29.0,-39.9,False
FB-9032,TRX-13153,1.0,3,,Maybe,Sí,65.0,68.7,True
FB-9033,TRX-10853,4.0,2,Precio justo,Maybe,0,45.0,76.9,False
FB-9034,TRX-12318,2.0,2,,Maybe,Sí,56.0,69.7,True
FB-9035,TRX-13345,1.0,2,Dañado,NO,Sí,26.0,-78.5,True
FB-9036,TRX-12057,2.0,4,,,0,50.0,33.3,False
FB-9037,TRX-11503,2.0,3,Excelente,Maybe,Sí,60.0,-11.2,True
FB-9038,TRX-12845,4.0,3,Lento,NO,Sí,18.0,-80.4,True
FB-9039,TRX-19709,1.0,2,Dañado,Maybe,Sí,27.0,-87.6,True
FB-9040,TRX-18992,5.0,1,,,Sí,35.0,39.6,True
FB-9041,TRX-13348,2.0,3,Dañado,NO,Sí,26.0,-20.5,True
FB-9042,TRX-13871,2.0,3,Lento,,No,30.0,-23.6,False
FB-9043,TRX-18313,4.0,5,Lento,NO,Sí,60.0,-57.4,True
FB-9044,TRX-11280,1.0,2,Dañado,NO,Sí,21.0,20.4,True
FB-9045,TRX-16983,2.0,1,Precio justo,Maybe,Sí,60.0,-70.3,True
FB-9046,TRX-17652,2.0,5,No volvería,,1,48.0,-99.2,True
FB-9047,TRX-15103,3.0,1,Dañado,SI,Sí,42.0,-97.2,True
FB-9048,TRX-12689,3.0,1,Excelente,,Sí,34.0,-26.4,True
FB-9049,TRX-13236,2.0,1,Dañado,SI,1,83.0,43.8,True
FB-9050,TRX-14012,3.0,4,,,1,45.0,20.5,True
FB-9051,TRX-16947,4.0,3,Excelente,Maybe,0,31.0,-49.9,False
FB-9052,TRX-12890,5.0,3,---,,0,30.0,-79.6,False
FB-9053,TRX-19926,3.0,5,Dañado,,0,31.0,-27.6,False
FB-9054,TRX-14079,3.0,1,---,SI,0,35.0,79.3,False
FB-9055,TRX-14966,1.0,1,Dañado,SI,1,26.0,-30.6,True
FB-9056,TRX-14675,5.0,3,Excelente,,0,61.0,-76.0,False
FB-9057,TRX-19444,3.0,1,No volvería,Maybe,Sí,44.0,78.2,True
FB-9058,TRX-17344,5.0,1,Excelente,SI,1,58.0,-35.2,True
FB-9059,TRX-13299,5.0,1,No volvería,Maybe,No,73.0,54.4,False
FB-9060,TRX-14454,1.0,2,---,SI,Sí,61.0,-45.4,True
FB-9061,TRX-17883,2.0,2,No volvería,NO,No,27.0,73.8,False
FB-9062,TRX-11310,2.0,2,Excelente,NO,0,49.0,-83.6,False
FB-9063,TRX-15891,3.0,5,,NO,0,43.0,-49.4,False
FB-9064,TRX-16524,1.0,1,Lento,NO,Sí,58.0,45.5,True
FB-9065,TRX-16188,3.0,2,Excelente,NO,0,63.0,-21.1,False
FB-9066,TRX-12748,3.0,2,Lento,NO,0,31.0,10.1,False
FB-9067,TRX-17712,2.0,4,,Maybe,0,62.0,-44.6,False
FB-9068,TRX-17231,1.0,5,,Maybe,0,43.0,-27.7,False
FB-9069,TRX-16925,5.0,2,,SI,No,24.0,21.3,False
FB-9070,TRX-18278,2.0,2,---,,Sí,54.0,58.5,True
FB-9071,TRX-19984,3.0,2,,,0,67.0,78.4,False
FB-9072,TRX-17101,3.0,4,---,,No,83.0,-28.2,False
FB-9073,TRX-12553,4.0,4,Dañado,,1,46.0,26.1,True
FB-9074,TRX-17897,1.0,5,Lento,NO,Sí,72.0,-0.4,True
FB-9075,TRX-10324,5.0,1,---,,Sí,26.0,31.3,True
FB-9076,TRX-16249,5.0,1,Precio justo,NO,1,48.0,24.4,True
FB-9077,TRX-17002,3.0,5,Dañado,,0,35.0,24.0,False
FB-9078,TRX-11363,4.0,1,---,SI,Sí,69.0,-12.7,True
FB-9079,TRX-14918,4.0,3,Dañado,Maybe,1,47.0,-41.3,True
FB-9080,TRX-19751,1.0,1,Lento,NO,1,28.0,-15.8,True
FB-9081,TRX-18801,3.0,4,Lento,Maybe,No,42.0,67.4,False
FB-9082,TRX-12503,3.0,4,Precio justo,,1,43.0,-31.4,True
FB-9083,TRX-19057,3.0,2,Dañado,Maybe,Sí,27.0,72.3,True
FB-9084,TRX-12878,1.0,4,Lento,,1,49.0,-66.7,True
FB-9085,TRX-14215,5.0,3,Excelente,Maybe,1,71.0,10.7,True
FB-9086,TRX-16233,2.0,3,No volvería,Maybe,1,42.0,-78.2,True
FB-9087,TRX-17596,4.0,3,,,Sí,46.0,-11.5,True
FB-9088,TRX-15011,5.0,2,No volvería,,1,52.0,94.1,True
FB-9089,TRX-17431,2.0,1,Lento,NO,No,69.0,25.3,False
FB-9090,TRX-14640,5.0,2,---,Maybe,Sí,29.0,-96.4,True
FB-9091,TRX-16146,5.0,4,Precio justo,NO,No,65.0,64.5,False
FB-9092,TRX-19210,5.0,3,Lento,,No,24.0,0.1,False
FB-9093,TRX-19929,5.0,2,Precio justo,,Sí,70.0,34.3,True
FB-9094,TRX-17878,3.0,2,Dañado,SI,1,62.0,28.4,True
FB-9095,TRX-11178,5.0,3,Excelente,SI,0,50.0,-62.3,False
FB-9096,TRX-15459,2.0,5,Dañado,SI,Sí,74.0,-18.9,True
FB-9097,TRX-12238,2.0,3,---,,1,35.0,-57.0,True
FB-9098,TRX-17688,4.0,5,Excelente,Maybe,Sí,33.0,-64.3,True
FB-9099,TRX-13206,1.0,3,Precio justo,,1,65.0,11.4,True
FB-9100,TRX-12535,2.0,1,Lento,,1,58.0,-59.3,True
FB-9101,TRX-13106,2.0,5,Lento,SI,0,80.0,-59.7,False
FB-9102,TRX-10068,2.0,5,Lento,Maybe,Sí,46.0,25.3,True
FB-9103,TRX-10210,2.0,2,Lento,NO,Sí,34.0,-19.6,True
FB-9104,TRX-18203,1.0,5,Dañado,SI,Sí,43.0,-59.5,True
FB-9105,TRX-16131,1.0,4,Dañado,,No,48.0,-23.3,False
FB-9106,TRX-18051,5.0,2,Precio justo,,Sí,57.0,15.9,True
FB-9107,TRX-16628,2.0,2,Excelente,Maybe,No,66.0,19.8,False
FB-9108,TRX-16812,2.0,1,Excelente,NO,No,25.0,79.6,False
FB-9109,TRX-16465,4.0,2,---,Maybe,1,66.0,86.0,True
FB-9110,TRX-16113,4.0,2,Excelente,Maybe,No,81.0,-59.4,False
FB-9111,TRX-16292,4.0,4,Lento,NO,Sí,62.0,-1.9,True
FB-9112,TRX-18020,4.0,2,Dañado,NO,0,57.0,-10.9,False
FB-9113,TRX-15043,5.0,5,No volvería,SI,Sí,19.0,53.5,True
FB-9114,TRX-19638,3.0,1,No volvería,Maybe,1,70.0,-61.5,True
FB-9115,TRX-11167,4.0,4,Lento,SI,1,72.0,-54.8,True
FB-9116,TRX-16697,4.0,3,---,Maybe,No,41.0,-68.4,False
FB-9117,TRX-10636,1.0,3,No volvería,Maybe,1,45.0,46.5,True
FB-9118,TRX-12039,2.0,3,Excelente,SI,1,23.0,-54.5,True
FB-9119,TRX-16304,5.0,4,Excelente,SI,No,57.0,-16.1,False
FB-9120,TRX-19266,2.0,3,Precio justo,Maybe,No,84.0,-48.1,False
FB-9121,TRX-12660,3.0,5,Lento,,1,83.0,96.5,True
FB-9122,TRX-13182,5.0,3,Precio justo,NO,Sí,27.0,29.6,True
FB-9123,TRX-17148,3.0,3,Excelente,Maybe,Sí,20.0,-42.9,True
FB-9124,TRX-14182,2.0,1,Dañado,SI,No,28.0,-76.8,False
FB-9125,TRX-15711,1.0,3,Lento,,1,42.0,-12.3,True
FB-9126,TRX-18349,4.0,3,---,Maybe,1,83.0,-63.8,True
FB-9127,TRX-18005,2.0,2,,Maybe,Sí,26.0,-66.6,True
FB-9128,TRX-16032,5.0,5,Precio justo,,No,78.0,-41.0,False
FB-9129,TRX-10945,4.0,4,Precio justo,NO,1,76.0,93.3,True
FB-9130,TRX-16313,5.0,1,Excelente,NO,1,18.0,-20.0,True
FB-9131,TRX-16947,3.0,4,Precio justo,NO,0,40.0,-57.9,False
FB-9132,TRX-14043,5.0,3,---,SI,0,18.0,-34.3,False
FB-9133,TRX-13970,1.0,2,Excelente,NO,No,28.0,-4.5,False
FB-9134,TRX-17827,3.0,3,Dañado,,0,46.0,-85.6,False
FB-9135,TRX-10565,2.0,3,Precio justo,,0,24.0,-39.0,False
FB-9136,TRX-15921,4.0,1,Excelente,Maybe,1,55.0,-71.4,True
FB-9137,TRX-10462,4.0,1,Excelente,NO,1,21.0,-81.9,True
FB-9138,TRX-12422,1.0,4,Dañado,SI,No,27.0,81.8,False
FB-9139,TRX-14281,5.0,3,Precio justo,,No,71.0,-43.2,False
FB-9140,TRX-19919,2.0,4,,SI,No,47.0,-58.2,False
FB-9141,TRX-17462,5.0,3,---,,1,27.0,40.1,True
FB-9142,TRX-12414,5.0,1,,,1,71.0,-88.5,True
FB-9143,TRX-14166,1.0,2,Dañado,,0,58.0,94.6,False
FB-9144,TRX-14053,3.0,4,Dañado,SI,Sí,24.0,97.0,True
FB-9145,TRX-19865,3.0,4,Dañado,,1,73.0,53.0,True
FB-9146,TRX-19475,1.0,5,,,No,37.0,97.4,False
FB-9147,TRX-12644,1.0,5,Precio justo,,No,23.0,-48.8,False
FB-9148,TRX-10202,1.0,2,No volvería,SI,1,33.0,-49.1,True
FB-9149,TRX-11912,5.0,5,,,Sí,33.0,73.8,True
FB-9150,TRX-11512,5.0,2,Excelente,,Sí,40.0,21.5,True
FB-9151,TRX-16297,2.0,3,Excelente,NO,No,20.0,44.6,False
FB-9152,TRX-16515,1.0,5,Dañado,,No,45.0,-97.2,False
FB-9153,TRX-19603,5.0,5,Dañado,Maybe,No,36.0,-7.2,False
FB-9154,TRX-11316,3.0,4,No volvería,Maybe,Sí,75.0,-44.3,True
FB-9155,TRX-18495,1.0,2,Lento,,No,78.0,-69.2,False
FB-9156,TRX-13093,3.0,4,---,,No,57.0,3.8,False
FB-9157,TRX-16929,4.0,5,Excelente,Maybe,0,20.0,-44.6,False
FB-9158,TRX-12716,2.0,3,---,Maybe,1,50.0,8.7,True
FB-9159,TRX-16993,4.0,1,Lento,SI,No,25.0,-84.4,False
FB-9160,TRX-14143,2.0,2,Dañado,Maybe,0,56.0,59.5,False
FB-9161,TRX-14951,1.0,2,Excelente,SI,0,59.0,89.9,False
FB-9162,TRX-18202,2.0,3,Excelente,Maybe,Sí,45.0,25.9,True
FB-9163,TRX-18735,5.0,3,Dañado,,Sí,46.0,-71.4,True
FB-9164,TRX-16271,3.0,2,Lento,,0,37.0,49.8,False
FB-9165,TRX-19602,5.0,2,Lento,Maybe,No,69.0,75.7,False
FB-9166,TRX-15045,1.0,3,Precio justo,Maybe,No,53.0,-26.7,False
FB-9167,TRX-16743,4.0,3,Precio justo,Maybe,Sí,38.0,2.8,True
FB-9168,TRX-11456,3.0,3,No volvería,Maybe,Sí,54.0,-87.3,True
FB-9169,TRX-11790,1.0,5,---,,Sí,35.0,9.5,True
FB-9170,TRX-19381,5.0,2,No volvería,SI,0,35.0,-90.5,False
FB-9171,TRX-15642,5.0,2,Lento,NO,0,73.0,-29.6,False
FB-9172,TRX-12338,2.0,3,Dañado,NO,1,83.0,-44.3,True
FB-9173,TRX-14407,2.0,4,Lento,SI,No,19.0,-63.4,False
FB-9174,TRX-13432,4.0,1,Excelente,Maybe,Sí,38.0,70.6,True
FB-9175,TRX-16520,2.0,2,Precio justo,SI,0,33.0,20.7,False
FB-9176,TRX-15047,2.0,5,Precio justo,,Sí,53.0,35.6,True
FB-9177,TRX-10105,2.0,1,---,SI,1,51.0,-1.5,True
FB-9178,TRX-12759,4.0,4,,NO,No,37.0,49.5,False
FB-9179,TRX-18056,1.0,5,---,SI,No,40.0,-26.0,False
FB-9180,TRX-10025,3.0,3,---,Maybe,1,50.0,-11.7,True
FB-9181,TRX-11587,1.0,4,Lento,SI,No,24.0,-83.4,False
FB-9182,TRX-11144,1.0,3,Excelente,NO,No,68.0,-36.1,False
FB-9183,TRX-16845,1.0,5,Lento,Maybe,1,62.0,-78.9,True
FB-9184,TRX-18600,5.0,5,,,1,65.0,-3.7,True
FB-9185,TRX-16829,3.0,3,---,NO,1,81.0,87.7,True
FB-9186,TRX-14724,3.0,1,---,Maybe,Sí,31.0,62.2,True
FB-9187,TRX-17060,5.0,2,Lento,Maybe,No,67.0,-12.6,False
FB-9188,TRX-12795,5.0,2,Lento,,1,26.0,-39.9,True
FB-9189,TRX-12890,2.0,5,Excelente,NO,0,61.0,-34.1,False
FB-9190,TRX-16138,5.0,4,Precio justo,NO,Sí,38.0,-5.5,True
FB-9191,TRX-13053,4.0,3,Dañado,SI,Sí,81.0,-51.4,True
FB-9192,TRX-12200,5.0,4,,SI,No,73.0,-32.4,False
FB-9193,TRX-13244,2.0,3,No volvería,Maybe,No,28.0,-1.5,False
FB-9194,TRX-17970,5.0,4,---,Maybe,1,74.0,68.2,True
FB-9195,TRX-12981,4.0,3,Excelente,Maybe,1,55.0,-80.9,True
FB-9196,TRX-18234,5.0,5,Precio justo,Maybe,Sí,45.0,-19.0,True
FB-9197,TRX-11806,1.0,1,Lento,,0,24.0,-61.9,False
FB-9198,TRX-17383,3.0,2,Dañado,SI,Sí,51.0,27.4,True
FB-9199,TRX-19291,4.0,4,No volvería,,1,19.0,14.1,True
FB-9200,TRX-13482,3.0,2,,,1,50.0,15.5,True
FB-9201,TRX-13041,4.0,4,No volvería,SI,No,61.0,6.6,False
FB-9202,TRX-13292,4.0,5,Excelente,NO,0,83.0,46.7,False
FB-9203,TRX-10966,1.0,5,Lento,SI,0,39.0,-69.2,False
FB-9204,TRX-12993,1.0,4,---,,No,75.0,-62.8,False
FB-9205,TRX-13143,3.0,4,Lento,Maybe,0,18.0,41.8,False
FB-9206,TRX-14249,2.0,4,Dañado,SI,1,54.0,-73.6,True
FB-9207,TRX-16697,3.0,5,No volvería,,0,74.0,45.4,False
FB-9208,TRX-17220,4.0,1,Excelente,,0,28.0,-67.1,False
FB-9209,TRX-11789,4.0,1,Lento,Maybe,1,78.0,98.3,True
FB-9210,TRX-12721,4.0,4,No volvería,NO,No,31.0,-91.0,False
FB-9211,TRX-11307,3.0,3,No volvería,,Sí,24.0,55.3,True
FB-9212,TRX-14802,2.0,1,Precio justo,,No,58.0,-53.6,False
FB-9213,TRX-11404,2.0,5,Dañado,NO,0,32.0,-35.3,False
FB-9214,TRX-16188,3.0,5,Lento,,0,79.0,82.4,False
FB-9215,TRX-12042,4.0,5,Precio justo,SI,1,75.0,-38.7,True
FB-9216,TRX-14534,3.0,2,Dañado,SI,1,64.0,-24.6,True
FB-9217,TRX-11052,3.0,2,Precio justo,,0,53.0,-63.6,False
FB-9218,TRX-15605,5.0,5,Lento,,1,21.0,-84.6,True
FB-9219,TRX-10486,5.0,1,Excelente,NO,0,75.0,-78.4,False
FB-9220,TRX-19595,1.0,2,Precio justo,Maybe,1,77.0,18.7,True
FB-9221,TRX-13846,1.0,3,Precio justo,SI,Sí,46.0,-90.6,True
FB-9222,TRX-17829,3.0,4,No volvería,NO,No,82.0,-54.9,False
FB-9223,TRX-17949,5.0,2,,Maybe,1,44.0,-21.3,True
FB-9224,TRX-11651,4.0,2,Lento,SI,No,24.0,-78.3,False
FB-9225,TRX-10155,1.0,1,Precio justo,SI,No,82.0,49.7,False
FB-9226,TRX-11000,4.0,1,,,Sí,58.0,94.3,True
FB-9227,TRX-14359,4.0,3,Excelente,Maybe,1,59.0,79.0,True
FB-9228,TRX-10118,1.0,3,Precio justo,,1,52.0,90.7,True
FB-9229,TRX-19542,3.0,3,Dañado,NO,1,51.0,9.0,True
FB-9230,TRX-10685,5.0,3,Excelente,Maybe,No,26.0,-70.4,False
FB-9231,TRX-11586,1.0,2,Excelente,Maybe,No,66.0,33.4,False
FB-9232,TRX-13458,2.0,3,Precio justo,,No,39.0,-88.1,False
FB-9233,TRX-18557,2.0,3,Precio justo,SI,No,54.0,-4.8,False
FB-9234,TRX-10118,4.0,5,No volvería,SI,Sí,77.0,57.9,True
FB-9235,TRX-16154,2.0,2,Lento,,Sí,29.0,71.0,True
FB-9236,TRX-19879,4.0,2,No volvería,NO,0,53.0,-40.9,False
FB-9237,TRX-18520,5.0,2,Dañado,,1,59.0,-55.6,True
FB-9238,TRX-14355,1.0,4,Lento,Maybe,No,19.0,37.9,False
FB-9239,TRX-17961,1.0,3,No volvería,SI,0,48.0,-72.2,False
FB-9240,TRX-17753,5.0,3,No volvería,NO,Sí,37.0,98.8,True
FB-9241,TRX-15521,4.0,3,Precio justo,Maybe,0,55.0,-33.6,False
FB-9242,TRX-19902,3.0,1,No volvería,,0,22.0,49.9,False
FB-9243,TRX-17036,2.0,1,Precio justo,SI,No,33.0,45.1,False
FB-9244,TRX-15514,5.0,1,Excelente,NO,1,77.0,-38.0,True
FB-9245,TRX-16074,2.0,4,Lento,SI,1,20.0,-22.8,True
FB-9246,TRX-15620,3.0,3,Precio justo,NO,Sí,50.0,68.3,True
FB-9247,TRX-15164,4.0,2,,,0,35.0,-54.4,False
FB-9248,TRX-13925,2.0,2,,NO,Sí,21.0,-88.0,True
FB-9249,TRX-15918,4.0,5,,Maybe,No,61.0,-70.5,False
FB-9250,TRX-16528,3.0,1,,SI,1,52.0,36.8,True
FB-9251,TRX-16200,4.0,4,No volvería,NO,Sí,51.0,-52.5,True
FB-9252,TRX-10937,3.0,5,,Maybe,1,54.0,13.4,True
FB-9253,TRX-15833,1.0,4,Precio justo,SI,No,33.0,-21.3,False
FB-9254,TRX-15410,2.0,2,Excelente,,Sí,77.0,73.6,True
FB-9255,TRX-11641,2.0,3,Dañado,Maybe,1,40.0,-2.5,True
FB-9256,TRX-10050,3.0,2,Dañado,Maybe,1,28.0,-72.1,True
FB-9257,TRX-17486,3.0,2,Excelente,SI,Sí,51.0,66.6,True
FB-9258,TRX-16583,5.0,1,No volvería,,Sí,75.0,-83.5,True
FB-9259,TRX-12275,3.0,2,Lento,NO,1,65.0,65.6,True
FB-9260,TRX-10420,3.0,4,Lento,Maybe,Sí,23.0,-91.7,True
FB-9261,TRX-19861,4.0,3,Precio justo,SI,No,20.0,-99.3,False
FB-9262,TRX-12013,4.0,1,---,SI,0,75.0,51.1,False
FB-9263,TRX-18693,2.0,5,Dañado,SI,No,40.0,12.0,False
FB-9264,TRX-14578,4.0,2,Excelente,NO,No,74.0,-57.0,False
FB-9265,TRX-14072,4.0,1,---,SI,No,18.0,93.2,False
FB-9266,TRX-16036,2.0,1,No volvería,NO,0,20.0,27.4,False
FB-9267,TRX-17404,1.0,1,Excelente,,0,40.0,-52.3,False
FB-9268,TRX-17785,5.0,4,Dañado,NO,Sí,18.0,-16.8,True
FB-9269,TRX-18436,4.0,5,Excelente,SI,1,22.0,82.6,True
FB-9270,TRX-16768,1.0,1,Excelente,SI,Sí,45.0,-59.3,True
FB-9271,TRX-13079,5.0,4,Excelente,Maybe,0,61.0,85.4,False
FB-9272,TRX-10051,2.0,5,Precio justo,NO,No,30.0,-56.6,False
FB-9273,TRX-15278,4.0,3,No volvería,Maybe,No,42.0,-95.3,False
FB-9274,TRX-10272,4.0,4,Lento,NO,No,46.0,-46.3,False
FB-9275,TRX-15901,3.0,1,---,SI,Sí,18.0,-89.1,True
FB-9276,TRX-10749,4.0,2,---,Maybe,1,83.0,-53.4,True
FB-9277,TRX-15333,4.0,4,No volvería,Maybe,No,51.0,-45.6,False
FB-9278,TRX-17279,1.0,3,Dañado,,0,76.0,-16.7,False
FB-9279,TRX-13826,1.0,5,---,,Sí,82.0,-43.5,True
FB-9280,TRX-19941,4.0,3,Lento,SI,1,39.0,42.3,True
FB-9281,TRX-17938,5.0,5,,SI,1,70.0,94.2,True
FB-9282,TRX-16556,2.0,4,Precio justo,Maybe,Sí,48.0,-90.5,True
FB-9283,TRX-11333,1.0,5,Lento,,Sí,83.0,2.6,True
FB-9284,TRX-15707,5.0,1,Lento,SI,1,20.0,-47.7,True
FB-9285,TRX-17010,4.0,4,Lento,SI,No,63.0,-7.5,False
FB-9286,TRX-17800,3.0,2,Excelente,,1,61.0,40.9,True
FB-9287,TRX-11645,1.0,3,Dañado,,0,58.0,75.4,False
FB-9288,TRX-16305,1.0,3,,NO,1,30.0,77.3,True
FB-9289,TRX-14814,3.0,4,Precio justo,SI,Sí,27.0,-67.4,True
FB-9290,TRX-19947,4.0,2,,,0,79.0,12.5,False
FB-9291,TRX-13196,1.0,4,Dañado,NO,Sí,23.0,-43.4,True
FB-9292,TRX-12345,4.0,1,Excelente,,No,67.0,-0.4,False
FB-9293,TRX-18520,5.0,1,Precio justo,NO,No,56.0,84.0,False
FB-9294,TRX-19369,1.0,2,---,SI,0,60.0,-87.9,False
FB-9295,TRX-18267,4.0,4,,,Sí,59.0,18.8,True
FB-9296,TRX-10520,5.0,2,Excelente,,0,57.0,-28.1,False
FB-9297,TRX-12094,1.0,2,Precio justo,SI,0,22.0,73.6,False
FB-9298,TRX-18158,2.0,1,Precio justo,Maybe,No,84.0,-56.3,False
FB-9299,TRX-11426,4.0,1,No volvería,NO,Sí,78.0,-33.4,True
FB-9300,TRX-14937,5.0,2,Excelente,NO,1,32.0,-95.9,True
FB-9301,TRX-18990,2.0,2,Dañado,,No,27.0,-14.0,False
FB-9302,TRX-17648,4.0,5,---,SI,0,18.0,26.6,False
FB-9303,TRX-12753,1.0,1,---,SI,Sí,80.0,-60.8,True
FB-9304,TRX-17311,4.0,2,,Maybe,0,33.0,27.1,False
FB-9305,TRX-11895,5.0,5,Excelente,SI,0,45.0,48.9,False
FB-9306,TRX-17899,1.0,2,,SI,0,54.0,-61.5,False
FB-9307,TRX-18858,1.0,5,Excelente,Maybe,Sí,71.0,51.1,True
FB-9308,TRX-13946,1.0,2,Excelente,NO,No,28.0,86.6,False
FB-9309,TRX-13987,3.0,4,No volvería,SI,1,54.0,-55.5,True
FB-9310,TRX-13467,5.0,1,No volvería,SI,0,55.0,-73.0,False
FB-9311,TRX-12792,2.0,2,No volvería,NO,1,51.0,-33.3,True
FB-9312,TRX-11465,1.0,3,No volvería,NO,No,39.0,-61.9,False
FB-9313,TRX-11728,5.0,3,Excelente,Maybe,0,72.0,55.0,False
FB-9314,TRX-17125,3.0,5,---,NO,Sí,21.0,-73.4,True
FB-9315,TRX-10478,3.0,1,Dañado,SI,0,61.0,-95.5,False
FB-9316,TRX-12625,1.0,5,Lento,NO,0,22.0,-29.6,False
FB-9317,TRX-15349,5.0,1,Excelente,,0,73.0,56.9,False
FB-9318,TRX-16283,3.0,3,,Maybe,0,36.0,30.3,False
FB-9319,TRX-14593,1.0,3,Dañado,SI,No,32.0,6.1,False
FB-9320,TRX-13610,4.0,5,Lento,Maybe,No,68.0,-8.4,False
FB-9321,TRX-14220,4.0,4,Lento,Maybe,Sí,42.0,29.9,True
FB-9322,TRX-17803,4.0,3,No volvería,Maybe,0,70.0,-1.6,False
FB-9323,TRX-12016,2.0,1,Lento,Maybe,Sí,84.0,55.0,True
FB-9324,TRX-12224,5.0,2,,Maybe,0,61.0,73.3,False
FB-9325,TRX-18757,4.0,2,,NO,Sí,55.0,-65.3,True
FB-9326,TRX-18060,3.0,2,Dañado,Maybe,0,78.0,-53.6,False
FB-9327,TRX-11481,2.0,3,No volvería,Maybe,No,63.0,2.7,False
FB-9328,TRX-15452,4.0,4,Excelente,Maybe,0,77.0,73.2,False
FB-9329,TRX-13666,1.0,3,Excelente,,0,49.0,83.7,False
FB-9330,TRX-19436,3.0,1,No volvería,SI,No,40.0,-74.8,False
FB-9331,TRX-19841,2.0,3,---,Maybe,Sí,36.0,-39.4,True
FB-9332,TRX-11059,2.0,3,No volvería,,1,44.0,53.9,True
FB-9333,TRX-15623,3.0,3,Lento,SI,No,51.0,86.7,False
FB-9334,TRX-16176,4.0,3,---,NO,Sí,83.0,-83.8,True
FB-9335,TRX-16252,1.0,1,Lento,Maybe,0,70.0,-6.1,False
FB-9336,TRX-19206,1.0,3,Dañado,Maybe,1,26.0,-0.9,True
FB-9337,TRX-17159,1.0,4,No volvería,,Sí,48.0,-98.3,True
FB-9338,TRX-13823,2.0,5,Excelente,Maybe,Sí,73.0,70.9,True
FB-9339,TRX-13662,4.0,1,Dañado,NO,0,53.0,-78.5,False
FB-9340,TRX-14244,3.0,4,Excelente,SI,0,42.0,67.5,False
FB-9341,TRX-11895,5.0,2,---,,Sí,18.0,-95.8,True
FB-9342,TRX-14767,1.0,2,Excelente,,0,22.0,96.6,False
FB-9343,TRX-11436,3.0,1,Dañado,Maybe,1,68.0,5.0,True
FB-9344,TRX-11824,3.0,5,Excelente,NO,0,50.0,-40.2,False
FB-9345,TRX-11460,1.0,3,No volvería,NO,1,70.0,21.3,True
FB-9346,TRX-15574,5.0,1,---,Maybe,1,78.0,-43.2,True
FB-9347,TRX-19702,2.0,3,,SI,0,52.0,-78.5,False
FB-9348,TRX-13082,2.0,3,No volvería,SI,Sí,52.0,-49.6,True
FB-9349,TRX-11902,4.0,2,Dañado,,1,44.0,68.2,True
FB-9350,TRX-19385,3.0,5,Excelente,NO,0,28.0,-50.6,False
FB-9351,TRX-16025,2.0,3,Excelente,NO,No,45.0,-17.8,False
FB-9352,TRX-12087,3.0,1,Lento,SI,1,27.0,9.9,True
FB-9353,TRX-15134,2.0,2,Precio justo,SI,Sí,52.0,74.0,True
FB-9354,TRX-16229,4.0,3,Dañado,,Sí,35.0,-97.8,True
FB-9355,TRX-19452,3.0,2,,,Sí,22.0,76.4,True
FB-9356,TRX-10027,3.0,2,Excelente,NO,No,23.0,48.2,False
FB-9357,TRX-15092,5.0,1,Dañado,,1,47.0,-22.6,True
FB-9358,TRX-11013,1.0,1,Lento,,No,82.0,98.4,False
FB-9359,TRX-19667,1.0,4,Dañado,SI,No,79.0,-88.2,False
FB-9360,TRX-18775,1.0,3,No volvería,Maybe,No,65.0,47.6,False
FB-9361,TRX-13110,4.0,2,Excelente,SI,No,41.0,44.0,False
FB-9362,TRX-16359,2.0,4,Lento,SI,1,60.0,89.4,True
FB-9363,TRX-16941,1.0,1,No volvería,SI,1,35.0,64.9,True
FB-9364,TRX-15237,2.0,5,Precio justo,Maybe,Sí,50.0,15.1,True
FB-9365,TRX-15980,1.0,2,Precio justo,Maybe,No,26.0,-53.5,False
FB-9366,TRX-12069,5.0,5,Dañado,Maybe,No,69.0,2.0,False
FB-9367,TRX-18515,2.0,5,Excelente,NO,0,28.0,-79.5,False
FB-9368,TRX-19856,4.0,2,Precio justo,Maybe,1,19.0,-2.3,True
FB-9369,TRX-19679,4.0,4,Lento,SI,0,44.0,-61.2,False
FB-9370,TRX-13639,2.0,4,Excelente,SI,1,35.0,86.9,True
FB-9371,TRX-11746,4.0,2,,NO,No,51.0,-18.7,False
FB-9372,TRX-16476,3.0,3,Lento,,0,71.0,-70.1,False
FB-9373,TRX-10150,4.0,5,Lento,NO,1,28.0,-95.3,True
FB-9374,TRX-18819,5.0,4,Lento,SI,0,83.0,-33.9,False
FB-9375,TRX-17546,5.0,2,---,SI,0,48.0,-88.4,False
FB-9376,TRX-15176,2.0,1,,Maybe,Sí,61.0,-8.1,True
FB-9377,TRX-12370,4.0,1,Precio justo,NO,Sí,73.0,-90.6,True
