Feedback_ID,Transaccion_ID,Rating_Producto,Rating_Logistica,Comentario_Texto,Recomienda_Marca,Ticket_Soporte_Abierto,Edad_Cliente,Satisfaccion_NPS
FB-11459,TRX-19089,3,4,Excelente,,0,51,-94.7
FB-10439,TRX-11334,1,5,No volvería,,1,29,-10.2
FB-8957,TRX-11721,1,1,---,,0,54,-1.3
FB-9434,TRX-16974,3,5,Excelente,,0,44,29.1
FB-9225,TRX-11269,2,3,Dañado,,Sí,51,-52.1
FB-9165,TRX-16155,5,4,---,,Sí,59,73.6
FB-10731,TRX-12085,4,4,---,NO,1,81,0.8
FB-11214,TRX-10223,2,3,No volvería,NO,No,65,38.0
FB-11338,TRX-12655,2,4,Lento,NO,1,34,-30.8
FB-10928,TRX-18518,5,3,,NO,Sí,38,-46.6
FB-10346,TRX-11990,2,3,Dañado,NO,Sí,32,16.8
FB-10754,TRX-12722,2,4,---,,No,43,79.0
FB-8573,TRX-13233,1,5,Precio justo,,1,50,43.4
FB-10925,TRX-17169,1,3,Excelente,NO,No,29,39.8
FB-9546,TRX-11862,3,1,Precio justo,Maybe,Sí,39,-1.2
FB-10128,TRX-10639,3,3,Lento,NO,No,62,-98.6
FB-11020,TRX-16949,3,1,Precio justo,,1,24,75.7
FB-9014,TRX-18113,4,5,---,Maybe,No,80,-51.8
FB-8431,TRX-12797,5,3,Lento,SI,0,45,-5.2
FB-9342,TRX-18594,4,3,Precio justo,NO,No,57,-61.4
FB-10115,TRX-17982,4,3,Lento,Maybe,Sí,78,62.8
FB-10385,TRX-12291,3,1,No volvería,NO,1,67,-93.3
FB-8788,TRX-18963,5,5,---,SI,No,27,31.3
FB-11370,TRX-16850,4,4,No volvería,Maybe,0,42,-90.3
FB-11188,TRX-16543,1,2,,SI,Sí,29,83.6
FB-9479,TRX-10151,4,3,,SI,1,18,-89.0
FB-9860,TRX-14861,1,3,Precio justo,SI,1,55,78.0
FB-8401,TRX-11926,4,3,Dañado,NO,No,54,-49.6
FB-8600,TRX-17134,5,4,Dañado,Maybe,1,76,30.6
FB-10914,TRX-14820,1,5,No volvería,,1,29,27.4
FB-9743,TRX-14441,1,1,Excelente,,Sí,54,70.3
FB-11393,TRX-18560,3,4,Excelente,NO,0,29,-19.4
FB-9687,TRX-15281,1,5,Dañado,NO,1,73,5.8
FB-8335,TRX-16088,4,2,---,SI,1,56,-22.9
FB-8377,TRX-19237,4,5,Precio justo,NO,Sí,73,31.1
FB-8254,TRX-12718,3,5,Dañado,Maybe,0,73,-37.9
FB-9740,TRX-12318,2,1,,,Sí,49,28.0
FB-11639,TRX-14754,1,5,No volvería,Maybe,Sí,50,50.7
FB-8532,TRX-18572,1,5,Precio justo,SI,Sí,41,-74.0
FB-9950,TRX-13349,1,3,No volvería,NO,Sí,48,-24.1
FB-8879,TRX-16082,4,1,Dañado,NO,1,79,-93.0
FB-9827,TRX-18509,5,5,Dañado,SI,1,19,-81.8
FB-8319,TRX-19904,5,5,No volvería,,Sí,69,-90.4
FB-9512,TRX-14116,5,3,Precio justo,NO,No,18,41.1
FB-10772,TRX-17735,3,1,Precio justo,SI,No,69,96.0
FB-10155,TRX-17583,3,2,Lento,,0,21,22.3
FB-9649,TRX-13450,4,1,No volvería,,0,25,-32.1
FB-10409,TRX-15409,5,4,Dañado,NO,Sí,64,54.5
FB-10289,TRX-12217,2,5,No volvería,Maybe,1,38,1.6
FB-10125,TRX-12690,1,4,No volvería,,No,29,-72.3
FB-11190,TRX-18591,5,4,Excelente,,No,51,79.3
FB-9617,TRX-17763,2,2,Lento,,1,81,-74.8
FB-11571,TRX-10160,1,5,Precio justo,SI,No,45,95.3
FB-9080,TRX-15205,1,1,---,,No,58,-27.6
FB-10393,TRX-16820,3,3,Excelente,SI,0,64,45.4
FB-10043,TRX-12936,2,5,Lento,,0,32,91.9
FB-10606,TRX-12463,5,4,Excelente,NO,Sí,38,18.7
FB-9734,TRX-17708,5,4,Lento,Maybe,No,65,95.2
FB-9802,TRX-11098,4,5,---,Maybe,No,56,-64.1
FB-10822,TRX-10091,2,2,---,,0,49,-88.6
FB-11813,TRX-15109,1,1,Lento,SI,No,23,28.9
FB-11882,TRX-13074,3,3,,SI,1,35,-79.1
FB-10005,TRX-13264,4,2,No volvería,Maybe,0,73,1.1
FB-10997,TRX-11537,3,1,Lento,NO,0,26,55.4
FB-11986,TRX-18810,1,5,---,SI,1,30,65.1
FB-9707,TRX-17513,1,2,Dañado,NO,Sí,44,12.7
FB-11374,TRX-15423,3,3,---,,0,25,-7.0
FB-8667,TRX-11551,4,1,Dañado,NO,No,70,-81.6
FB-8591,TRX-11001,1,5,Dañado,NO,No,83,36.0
FB-10071,TRX-17679,5,1,Dañado,Maybe,No,21,49.1
FB-8520,TRX-19739,5,3,---,NO,1,31,-22.0
FB-9985,TRX-12563,5,5,Excelente,,Sí,42,7.6
FB-10912,TRX-11093,4,4,Precio justo,NO,0,58,-49.3
FB-9874,TRX-15741,4,4,Precio justo,SI,0,23,-22.4
FB-8529,TRX-19161,2,2,---,SI,Sí,22,18.9
FB-11965,TRX-13703,2,5,,Maybe,0,38,51.7
FB-10885,TRX-15651,5,5,Lento,,No,66,-88.0
FB-10102,TRX-10231,3,2,Precio justo,SI,Sí,40,-1.2
FB-11535,TRX-13156,3,1,Excelente,SI,1,54,-85.8
FB-10167,TRX-14498,5,2,---,NO,Sí,70,80.2
FB-8483,TRX-14656,2,5,Dañado,Maybe,Sí,66,28.2
FB-10844,TRX-16982,4,4,Dañado,Maybe,0,27,-4.0
FB-8870,TRX-19575,3,1,Dañado,SI,Sí,37,-91.6
