Transaccion_ID,SKU_ID,Fecha_Venta,Cantidad_Vendida,Precio_Venta_Final,Costo_Envio,Tiempo_Entrega_Real,Estado_Envio,Ciudad_Destino,Canal_Venta
TRX-11926,PROD-1074,2025-10-26,8,559.04,8.01,17,Entregado,Barranquilla,Físico
TRX-11927,PROD-2485,2025-07-26,3,394.69,27.06,27,Perdido,Cali,Físico
TRX-11928,PROD-2265,2025-06-11,5,1392.1,37.83,24,En Camino,Medellín,Online
TRX-11929,PROD-1738,2024-12-22,7,1077.4,68.8,24,Desconocido,Bogotá,WhatsApp
TRX-11930,PROD-1877,2025-04-07,3,1211.96,35.34,5,Retrasado,Barranquilla,Físico
TRX-11931,PROD-2399,2024-11-30,14,1512.7,8.93,11,Entregado,Bogotá,Físico
TRX-11932,PROD-2991,2026-01-01,10,1454.55,52.345,15,En Camino,Bogotá,WhatsApp
TRX-11933,PROD-1786,2025-04-30,13,96.29,21.52,3,Devuelto,Bogotá,Físico
TRX-11934,PROD-1927,2025-11-15,6,1607.12,29.62,8,Perdido,Medellín,WhatsApp
TRX-11935,PROD-1563,2025-10-06,5,1070.08,21.72,3,Perdido,Bucaramanga,Físico
TRX-11936,PROD-1634,2025-04-24,7,789.5,24.35,29,Entregado,Medellín,App
TRX-11937,PROD-1316,2025-11-14,10,1079.66,78.05,4,En Camino,Bogotá,WhatsApp
TRX-11938,PROD-2211,2025-12-13,11,1228.78,44.14,27,Retrasado,Medellín,Físico
TRX-11939,PROD-1414,2025-12-18,3,307.52,43.49,14,Retrasado,Cali,Online
TRX-11940,PROD-3079,2025-02-15,13,840.66,96.83,23,Retrasado,Bogotá,WhatsApp
TRX-11941,PROD-3210,2025-05-13,14,677.82,47.44,23,Retrasado,Medellín,Físico
TRX-11942,PROD-3156,2025-09-28,2,707.31,93.13,20,Entregado,Ventas_Web,App
TRX-11943,PROD-1154,2025-11-06,4,191.76,33.41,25,Entregado,Medellín,Físico
TRX-11944,PROD-3711,2025-05-14,3,328.09,52.345,6,Perdido,Ventas_Web,Online
TRX-11945,PROD-2379,2025-04-24,4,332.05,43.06,24,En Camino,Ventas_Web,WhatsApp
TRX-11946,PROD-3531,2025-09-24,7,752.72,42.65,23,Devuelto,Ventas_Web,App
TRX-11947,PROD-1536,2026-01-16,5,1790.04,56.88,4,Entregado,Cali,Físico
TRX-11948,PROD-3446,2024-11-22,4,419.99,60.5,12,Retrasado,Bogotá,Online
TRX-11949,PROD-2543,2025-09-20,14,838.22,28.57,2,Devuelto,Ventas_Web,Online
TRX-11950,PROD-1631,2024-12-09,6,630.1,80.39,27,Perdido,Medellín,Online
TRX-11951,PROD-1664,2024-12-26,7,1576.89,52.17,29,Retrasado,Medellín,Físico
TRX-11952,PROD-1740,2025-08-18,12,109.75,5.67,18,Desconocido,Bucaramanga,App
TRX-11953,PROD-3837,2026-02-03,14,401.12,61.18,14,En Camino,Barranquilla,Físico
TRX-11954,PROD-3558,2025-04-26,11,429.18,80.82,8,Devuelto,Bogotá,App
TRX-11955,PROD-1678,2025-04-23,5,1986.0,28.79,8,Perdido,Cali,WhatsApp
TRX-11956,PROD-3953,2025-07-23,12,1145.84,52.345,12,Entregado,Ventas_Web,App
TRX-11957,PROD-2792,2025-04-10,7,286.53,8.6,1,En Camino,Bogotá,Online
TRX-11958,PROD-1178,2025-09-09,3,551.68,81.68,29,Retrasado,Bogotá,Online
TRX-11959,PROD-2682,2024-10-23,7,343.97,97.75,1,Devuelto,Ventas_Web,Online
TRX-11960,PROD-2492,2025-07-09,12,257.96,12.27,4,Perdido,Cali,Físico
TRX-11961,PROD-3770,2025-08-31,3,1596.39,94.11,17,Devuelto,Bucaramanga,WhatsApp
TRX-11962,PROD-3947,2026-01-08,14,996.55,39.13,10,En Camino,Bogotá,App
TRX-11963,PROD-1972,2025-02-04,6,1266.11,94.44,1,Entregado,Ventas_Web,Online
TRX-11964,PROD-2819,2024-12-14,8,669.19,66.64,26,Entregado,Cali,WhatsApp
TRX-11965,PROD-3500,2025-10-18,13,1111.85,89.57,11,Desconocido,Cali,WhatsApp
TRX-11966,PROD-2167,2024-11-08,6,522.56,79.65,21,En Camino,Barranquilla,Físico
TRX-11967,PROD-2838,2025-10-19,10,622.99,7.66,17,Retrasado,Bucaramanga,App
TRX-11968,PROD-1958,2025-04-16,11,1307.95,52.345,10,Devuelto,Bucaramanga,WhatsApp
TRX-11969,PROD-3187,2025-10-12,3,309.2,11.22,28,Retrasado,Medellín,App
TRX-11970,PROD-1979,2025-10-08,12,1238.27,54.95,6,Perdido,Bucaramanga,Físico
TRX-11971,PROD-2267,2024-12-08,5,1705.95,17.31,4,Retrasado,Medellín,App
TRX-11972,PROD-2921,2025-06-08,9,249.64,48.8,26,Desconocido,Barranquilla,Físico
TRX-11973,PROD-1794,2025-12-03,8,1795.95,95.69,13,En Camino,Medellín,Online
TRX-11974,PROD-2506,2024-12-23,6,168.1,33.0,27,Desconocido,Bucaramanga,App
TRX-11975,PROD-3778,2025-11-18,9,704.33,51.45,11,Entregado,Medellín,Físico
TRX-11976,PROD-3336,2025-12-01,2,1224.91,41.5,5,Desconocido,Barranquilla,WhatsApp
TRX-11977,PROD-2804,2025-10-26,13,1123.24,64.83,14,En Camino,Cali,Online
TRX-11978,PROD-2891,2024-12-31,11,201.82,23.42,25,En Camino,Ventas_Web,WhatsApp
TRX-11979,PROD-2154,2025-10-10,9,1599.84,29.69,2,Devuelto,Bogotá,Online
TRX-11980,PROD-2564,2025-04-05,10,1946.58,52.345,3,En Camino,Cali,Online
TRX-11981,PROD-3059,2025-04-02,13,370.64,86.58,29,Perdido,Medellín,App
TRX-11982,PROD-3160,2024-11-29,10,1791.31,82.08,3,Devuelto,Barranquilla,WhatsApp
TRX-11983,PROD-2714,2025-10-16,6,1118.05,79.97,11,Devuelto,Cali,WhatsApp
TRX-11984,PROD-1663,2025-05-22,9,1872.51,78.24,9,Retrasado,Ventas_Web,Online
TRX-11985,PROD-1817,2024-12-21,12,360.41,48.65,19,Desconocido,Medellín,Online
TRX-11986,PROD-3476,2025-09-02,4,1586.12,74.24,10,En Camino,Medellín,Online
TRX-11987,PROD-1566,2024-10-02,5,128.97,41.78,21,Retrasado,Bogotá,Físico
TRX-11988,PROD-2024,2025-06-13,2,1767.56,14.57,6,Retrasado,Cali,App
TRX-11989,PROD-1213,2025-06-17,3,1351.58,42.37,22,Desconocido,Bogotá,Online
TRX-11990,PROD-3626,2025-08-08,1,746.81,20.07,6,Devuelto,Bogotá,App
TRX-11991,PROD-2968,2025-01-18,4,389.03,42.13,1,Retrasado,Medellín,Online
TRX-11992,PROD-2520,2025-05-30,12,1634.9,52.345,22,Retrasado,Cali,Físico
TRX-11993,PROD-3271,2024-11-20,2,1210.45,33.26,1,Devuelto,Cali,Online
TRX-11994,PROD-1420,2025-04-05,12,727.23,61.92,22,Devuelto,Cali,App
TRX-11995,PROD-3913,2026-01-10,2,893.23,39.35,29,Entregado,Medellín,Online
TRX-11996,PROD-3113,2024-11-11,1,1654.82,72.03,26,En Camino,Barranquilla,App
TRX-11997,PROD-1510,2025-11-03,10,684.47,53.65,22,Entregado,Bucaramanga,WhatsApp
TRX-11998,PROD-2167,2025-07-15,12,188.37,92.35,19,Desconocido,Medellín,App
TRX-11999,PROD-1343,2025-10-05,2,1823.45,13.65,3,Devuelto,Medellín,Físico
TRX-12001,PROD-2117,2025-12-28,4,703.29,68.88,6,Retrasado,Bucaramanga,WhatsApp
TRX-12002,PROD-2840,2025-01-27,6,416.76,95.31,2,Retrasado,Bogotá,App
TRX-12003,PROD-3102,2025-05-26,13,1795.87,40.3,15,Devuelto,Medellín,WhatsApp
TRX-12004,PROD-1603,2024-12-18,12,442.84,52.345,12,Retrasado,Bucaramanga,Físico
TRX-12005,PROD-2791,2026-01-14,7,1276.98,34.02,21,Entregado,Cali,WhatsApp
TRX-12006,PROD-1375,2024-12-08,7,1762.72,21.38,10,Retrasado,Medellín,WhatsApp
TRX-12007,PROD-1909,2025-10-04,7,79.48,30.2,19,Perdido,Bogotá,App
TRX-12008,PROD-2847,2025-04-14,4,1659.3,52.68,21,En Camino,Bucaramanga,Físico
TRX-12009,PROD-2431,2026-01-18,12,827.09,84.58,13,Desconocido,Medellín,Online
TRX-12010,PROD-1109,2025-02-15,5,1319.37,32.01,3,Desconocido,Ventas_Web,Online
TRX-12011,PROD-2699,2025-02-18,14,751.09,19.99,18,Desconocido,Medellín,Online
TRX-12012,PROD-1218,2026-01-28,11,1394.08,30.85,20,Entregado,Bucaramanga,Online
TRX-12013,PROD-2623,2025-01-11,12,516.05,14.59,5,En Camino,Cali,Online
TRX-12014,PROD-3056,2026-01-25,3,53.64,93.04,22,En Camino,Ventas_Web,WhatsApp
TRX-12015,PROD-2531,2025-01-29,1,1896.1,87.9,13,Perdido,Bogotá,Online
TRX-12016,PROD-1965,2025-06-02,14,42.57,52.345,29,Desconocido,Bogotá,WhatsApp
TRX-12017,PROD-2581,2025-03-07,8,1649.96,34.31,14,Perdido,Cali,App
TRX-12018,PROD-1334,2025-07-16,10,346.58,28.46,15,Perdido,Bogotá,App
TRX-12019,PROD-2535,2025-11-22,11,790.52,91.01,18,Perdido,Bucaramanga,Físico
TRX-12020,PROD-1919,2026-01-30,7,1646.76,5.17,29,Desconocido,Medellín,Online
TRX-12021,PROD-1115,2025-02-06,14,419.8,62.05,14,Entregado,Ventas_Web,WhatsApp
TRX-12022,PROD-2305,2025-06-28,9,1732.76,92.02,19,Perdido,Medellín,Online
TRX-12023,PROD-1405,2025-08-22,14,1000.54,53.31,3,Entregado,Bogotá,WhatsApp
TRX-12024,PROD-3927,2024-10-03,10,738.65,5.28,22,Retrasado,Medellín,App
TRX-12025,PROD-3662,2024-12-02,4,1328.25,25.79,1,En Camino,Bogotá,Físico
TRX-12026,PROD-2373,2025-02-28,12,689.37,92.63,23,Desconocido,Ventas_Web,Físico
TRX-12027,PROD-1598,2025-04-26,12,701.1,6.62,29,Retrasado,Bogotá,Físico
TRX-12028,PROD-1563,2024-10-18,5,1469.72,52.345,24,Retrasado,Bucaramanga,Online
TRX-12029,PROD-1156,2025-07-05,5,626.57,42.5,7,Devuelto,Medellín,WhatsApp
TRX-12030,PROD-2175,2025-03-03,13,409.54,80.03,20,Desconocido,Ventas_Web,Online
TRX-12031,PROD-2935,2025-11-26,7,1617.22,84.62,7,Retrasado,Barranquilla,Físico
TRX-12032,PROD-3851,2025-01-02,13,1612.69,50.37,17,Retrasado,Bogotá,Online
TRX-12033,PROD-1568,2024-11-30,9,1000.2,27.09,29,Devuelto,Medellín,Online
TRX-12034,PROD-3889,2025-02-02,8,1058.04,61.97,15,Desconocido,Bogotá,Online
TRX-12035,PROD-2921,2025-03-30,7,1395.19,30.06,13,Retrasado,Bogotá,Online
TRX-12036,PROD-2837,2025-04-21,14,1023.46,29.25,24,Devuelto,Barranquilla,WhatsApp
TRX-12037,PROD-3520,2025-05-23,1,839.91,81.72,26,Entregado,Ventas_Web,WhatsApp
TRX-12038,PROD-1021,2025-03-07,12,1989.84,19.66,15,En Camino,Ventas_Web,Físico
TRX-12039,PROD-1324,2025-11-08,10,303.8,5.52,26,Perdido,Cali,Físico
TRX-12040,PROD-1077,2025-11-06,13,1189.53,52.345,3,Retrasado,Bucaramanga,App
TRX-12041,PROD-2048,2024-11-22,6,1772.87,36.99,25,Entregado,Ventas_Web,WhatsApp
TRX-12042,PROD-1883,2025-09-19,10,1377.56,51.64,17,En Camino,Barranquilla,Online
TRX-12043,PROD-1612,2025-06-28,9,1763.04,71.98,16,Entregado,Bogotá,WhatsApp
TRX-12044,PROD-3247,2025-11-26,13,679.31,79.21,22,Devuelto,Medellín,Online
TRX-12045,PROD-3978,2025-01-13,7,551.27,68.03,1,Entregado,Medellín,Online
TRX-12046,PROD-3493,2024-10-22,1,1704.03,64.52,24,Retrasado,Cali,App
TRX-12047,PROD-3161,2025-08-11,9,794.29,68.25,14,Retrasado,Ventas_Web,App
TRX-12048,PROD-2733,2026-01-11,3,1422.27,30.8,3,Desconocido,Bogotá,App
TRX-12049,PROD-1455,2025-03-02,14,304.02,41.32,20,Perdido,Cali,App
TRX-12050,PROD-2180,2025-05-14,9,1514.12,63.56,28,Perdido,Bucaramanga,Online
TRX-12051,PROD-1973,2025-10-14,4,1102.48,11.23,22,Retrasado,Bogotá,Online
TRX-12052,PROD-2233,2025-12-19,9,544.54,52.345,4,Entregado,Barranquilla,WhatsApp
TRX-12053,PROD-1499,2025-10-04,13,994.06,33.06,24,Desconocido,Bucaramanga,Online
TRX-12054,PROD-1195,2025-08-27,8,1396.92,43.61,9,Desconocido,Medellín,WhatsApp
TRX-12055,PROD-1976,2025-03-11,7,33.65,55.68,21,Retrasado,Ventas_Web,WhatsApp
TRX-12056,PROD-2719,2025-08-06,4,1278.56,51.22,1,Entregado,Medellín,App
TRX-12057,PROD-3617,2025-03-27,9,1087.77,73.22,24,Retrasado,Medellín,WhatsApp
TRX-12058,PROD-3551,2024-11-18,4,448.37,49.98,14,En Camino,Barranquilla,Físico
TRX-12059,PROD-2872,2025-05-20,1,1508.43,90.89,13,Entregado,Bucaramanga,Físico
TRX-12060,PROD-1257,2025-06-06,6,613.89,41.13,15,Devuelto,Bogotá,Online
TRX-12061,PROD-1454,2025-09-15,4,560.95,54.91,18,Devuelto,Cali,Físico
TRX-12062,PROD-3047,2025-04-11,10,947.72,5.3,16,Perdido,Ventas_Web,App
TRX-12063,PROD-3444,2025-12-10,3,1355.54,34.5,6,En Camino,Ventas_Web,App
TRX-12064,PROD-3195,2025-08-13,12,1858.4,52.345,22,Devuelto,Barranquilla,WhatsApp
TRX-12065,PROD-1067,2025-08-03,5,291.3,87.32,16,Retrasado,Medellín,Online
TRX-12066,PROD-3588,2025-07-21,3,798.97,36.69,11,Devuelto,Cali,Físico
TRX-12067,PROD-3110,2025-01-06,11,143.31,29.05,7,Retrasado,Bogotá,Online
TRX-12068,PROD-3355,2025-07-09,9,1519.52,56.64,28,En Camino,Barranquilla,WhatsApp
TRX-12069,PROD-1990,2025-01-01,12,900.99,12.48,9,Desconocido,Cali,App
TRX-12070,PROD-3943,2024-12-28,6,1416.79,55.5,1,Desconocido,Bogotá,WhatsApp
TRX-12071,PROD-1588,2025-02-22,3,651.17,33.85,10,Desconocido,Medellín,Físico
TRX-12072,PROD-2193,2025-11-22,5,1690.19,41.39,29,Perdido,Medellín,App
TRX-12073,PROD-2758,2024-10-21,8,1074.31,80.18,28,Desconocido,Barranquilla,Físico
TRX-12074,PROD-1006,2025-02-22,14,1887.78,67.89,8,Devuelto,Medellín,Online
TRX-12075,PROD-3518,2025-12-04,8,166.84,47.38,11,Perdido,Bogotá,App
TRX-12076,PROD-2445,2025-10-06,6,1033.41,52.345,5,Desconocido,Bogotá,Online
TRX-12077,PROD-1985,2024-12-04,5,1535.25,59.86,29,Desconocido,Bogotá,App
TRX-12078,PROD-3337,2025-06-03,5,1204.3,77.85,6,En Camino,Ventas_Web,Físico
TRX-12079,PROD-2706,2025-12-17,1,56.16,75.85,24,Entregado,Barranquilla,Físico
TRX-12080,PROD-1767,2025-10-26,2,1944.95,22.61,24,Desconocido,Medellín,WhatsApp
TRX-12081,PROD-3721,2024-09-26,12,603.54,33.59,12,En Camino,Medellín,WhatsApp
TRX-12082,PROD-3737,2025-05-17,11,506.06,38.08,11,En Camino,Medellín,App
TRX-12083,PROD-1350,2024-10-30,4,976.46,22.82,7,En Camino,Cali,App
TRX-12084,PROD-3144,2024-10-12,6,1088.89,6.16,7,Entregado,Medellín,App
TRX-12085,PROD-2477,2025-01-13,11,1534.91,21.53,12,Entregado,Medellín,WhatsApp
TRX-12086,PROD-1277,2024-10-15,7,792.61,81.78,12,En Camino,Medellín,Físico
TRX-12087,PROD-3154,2025-11-17,1,885.52,56.86,1,Entregado,Medellín,Online
TRX-12088,PROD-3228,2025-12-12,8,1074.57,52.345,24,Retrasado,Bogotá,Online
TRX-12089,PROD-3078,2025-09-24,12,794.83,37.46,19,En Camino,Medellín,App
TRX-12090,PROD-3079,2025-02-05,1,1829.95,62.79,21,Desconocido,Medellín,Online
TRX-12091,PROD-3269,2025-11-17,9,1703.99,75.28,4,Devuelto,Bucaramanga,Online
TRX-12092,PROD-1083,2025-05-28,4,915.4,38.67,26,Retrasado,Bucaramanga,Online
TRX-12093,PROD-2599,2025-07-20,12,10.39,49.28,19,En Camino,Medellín,WhatsApp
TRX-12094,PROD-2925,2024-12-28,7,1802.86,11.1,26,Devuelto,Bogotá,WhatsApp
TRX-12095,PROD-1178,2024-10-25,11,257.43,61.72,21,Desconocido,Medellín,Online
TRX-12096,PROD-3603,2025-02-04,14,496.58,38.86,19,Devuelto,Bogotá,Físico
TRX-12097,PROD-2584,2025-06-04,6,313.2,46.18,25,Perdido,Medellín,Físico
TRX-12098,PROD-2529,2025-06-27,13,367.83,45.15,11,Perdido,Bucaramanga,WhatsApp
TRX-12099,PROD-2038,2025-02-02,9,1607.73,65.08,29,Devuelto,Bogotá,Físico
TRX-12101,PROD-2462,2024-10-07,14,1912.63,59.38,13,En Camino,Medellín,App
TRX-12102,PROD-1276,2025-06-26,2,470.59,45.1,22,En Camino,Bogotá,Físico
TRX-12103,PROD-2412,2025-01-26,11,976.41,6.61,19,En Camino,Bogotá,Online
TRX-12104,PROD-1987,2025-09-02,7,1955.08,63.99,5,Devuelto,Bucaramanga,Físico
TRX-12105,PROD-3691,2024-10-09,11,1654.62,88.56,11,Desconocido,Bogotá,Online
TRX-12106,PROD-3573,2025-07-31,5,1459.95,78.11,24,Entregado,Bogotá,Online
TRX-12107,PROD-1424,2024-11-11,13,386.06,98.25,25,Entregado,Bucaramanga,Físico
TRX-12108,PROD-3383,2025-02-04,7,1541.12,18.21,3,Desconocido,Cali,App
TRX-12109,PROD-2361,2025-01-18,1,701.65,26.14,5,Desconocido,Ventas_Web,Online
TRX-12110,PROD-1546,2025-10-05,11,1065.77,56.23,13,En Camino,Medellín,Online
TRX-12111,PROD-1181,2025-07-25,11,1222.23,27.41,14,Perdido,Medellín,WhatsApp
TRX-12112,PROD-2443,2024-11-21,10,1222.63,52.345,13,Devuelto,Bogotá,Físico
TRX-12113,PROD-3236,2025-01-25,9,1455.78,8.28,2,Entregado,Medellín,WhatsApp
TRX-12114,PROD-2386,2026-01-02,1,1326.79,43.22,2,Desconocido,Ventas_Web,Online
TRX-12115,PROD-3632,2025-01-16,14,146.06,32.33,18,Devuelto,Bogotá,Online
TRX-12116,PROD-1717,2025-10-18,5,920.12,30.06,28,Perdido,Bogotá,WhatsApp
TRX-12117,PROD-3804,2025-11-20,14,1331.4,95.55,6,Desconocido,Ventas_Web,Físico
TRX-12118,PROD-2903,2025-03-14,8,599.03,27.65,19,Devuelto,Barranquilla,WhatsApp
TRX-12119,PROD-3848,2025-03-28,1,632.98,17.3,10,Perdido,Barranquilla,WhatsApp
TRX-12120,PROD-2960,2026-02-02,7,257.89,16.91,21,Desconocido,Bucaramanga,Online
TRX-12121,PROD-3587,2024-12-19,2,843.04,81.6,8,Perdido,Medellín,App
TRX-12122,PROD-1746,2025-04-13,7,1973.79,72.91,5,Retrasado,Bucaramanga,App
TRX-12123,PROD-1552,2025-09-18,7,577.79,17.3,2,Desconocido,Cali,App
TRX-12124,PROD-1258,2025-07-30,9,1067.56,52.345,6,Perdido,Ventas_Web,Físico
TRX-12125,PROD-3932,2025-08-08,6,1489.04,25.88,18,Retrasado,Bucaramanga,WhatsApp
TRX-12126,PROD-2874,2025-12-15,4,36.86,76.0,29,Desconocido,Medellín,Físico
TRX-12127,PROD-1151,2025-03-23,7,1801.87,31.09,8,Desconocido,Bogotá,App
TRX-12128,PROD-2201,2025-09-09,7,779.23,98.25,2,Perdido,Medellín,Físico
TRX-12129,PROD-1825,2025-03-09,4,1739.54,56.35,23,Perdido,Bucaramanga,Físico
TRX-12130,PROD-1179,2025-03-22,2,87.51,23.24,20,Devuelto,Ventas_Web,Físico
TRX-12131,PROD-1817,2025-07-19,13,299.87,86.59,4,Retrasado,Bucaramanga,App
TRX-12132,PROD-1171,2025-12-13,11,651.83,35.35,15,Desconocido,Bogotá,Físico
TRX-12133,PROD-2292,2025-01-30,9,697.47,32.44,24,Entregado,Bogotá,Físico
TRX-12134,PROD-2270,2025-12-29,14,1697.11,36.11,20,Entregado,Cali,App
TRX-12135,PROD-3111,2025-02-18,8,32.29,77.98,24,Devuelto,Medellín,App
TRX-12136,PROD-2631,2026-01-07,5,1285.81,52.345,9,Entregado,Barranquilla,Físico
TRX-12137,PROD-3224,2025-07-25,14,271.31,21.46,24,Entregado,Bogotá,WhatsApp
TRX-12138,PROD-2939,2025-04-19,5,1648.2,41.27,20,Perdido,Medellín,Físico
TRX-12139,PROD-2037,2025-01-11,1,1559.36,7.93,21,En Camino,Barranquilla,Online
TRX-12140,PROD-1149,2025-12-02,11,1004.84,83.53,6,En Camino,Bogotá,App
TRX-12141,PROD-3649,2026-02-04,9,433.25,37.37,9,Entregado,Ventas_Web,WhatsApp
TRX-12142,PROD-1782,2025-02-06,11,1272.65,28.58,13,Devuelto,Bogotá,Online
TRX-12143,PROD-2171,2025-09-12,14,320.95,60.09,5,Devuelto,Bucaramanga,Online
TRX-12144,PROD-2462,2025-10-31,10,388.15,71.97,14,Retrasado,Medellín,Online
TRX-12145,PROD-1195,2025-04-21,11,1257.11,82.23,14,Devuelto,Cali,WhatsApp
TRX-12146,PROD-3685,2025-02-15,8,1982.54,38.04,18,Devuelto,Bogotá,Online
TRX-12147,PROD-2359,2024-12-15,5,1783.21,82.17,7,Perdido,Cali,App
TRX-12148,PROD-2119,2024-10-22,10,1190.28,52.345,6,Perdido,Medellín,WhatsApp
TRX-12149,PROD-1509,2026-01-23,6,1081.69,49.16,27,Desconocido,Cali,App
TRX-12150,PROD-2507,2024-11-26,12,1996.79,14.61,12,Entregado,Medellín,WhatsApp
TRX-12151,PROD-2789,2024-10-16,10,1099.32,85.4,14,Desconocido,Bogotá,App
TRX-12152,PROD-2638,2026-01-07,11,846.03,57.03,19,Devuelto,Bogotá,WhatsApp
TRX-12153,PROD-2801,2025-11-27,10,1820.02,62.23,16,En Camino,Bogotá,Online
TRX-12154,PROD-2583,2025-04-21,8,476.03,94.06,24,Devuelto,Bucaramanga,App
TRX-12155,PROD-2388,2025-05-02,6,204.08,58.12,19,Devuelto,Bogotá,App
TRX-12156,PROD-1765,2024-12-21,10,1271.84,5.53,10,Entregado,Medellín,App
TRX-12157,PROD-3032,2025-01-06,14,200.74,87.71,11,En Camino,Medellín,Físico
TRX-12158,PROD-3834,2025-03-13,4,752.57,32.05,4,Entregado,Ventas_Web,Online
TRX-12159,PROD-3037,2025-05-10,3,852.92,52.67,25,Devuelto,Medellín,App
TRX-12160,PROD-2504,2025-11-09,7,1099.6,52.345,29,En Camino,Bucaramanga,App
TRX-12161,PROD-3126,2024-12-08,13,1983.4,24.46,20,Devuelto,Barranquilla,WhatsApp
TRX-12162,PROD-2092,2024-11-29,2,449.75,33.21,2,Desconocido,Bogotá,Online
TRX-12163,PROD-1338,2025-09-22,7,757.76,70.23,9,Entregado,Cali,Online
TRX-12164,PROD-3978,2025-10-28,1,273.16,45.81,10,Entregado,Bogotá,App
TRX-12165,PROD-2738,2025-09-10,13,1219.15,64.58,8,Perdido,Medellín,Físico
TRX-12166,PROD-1323,2025-10-16,10,1458.07,83.24,4,En Camino,Bucaramanga,App
TRX-12167,PROD-2763,2024-12-23,5,969.33,37.38,13,Perdido,Barranquilla,Físico
TRX-12168,PROD-3467,2024-12-19,9,499.2,58.99,27,Desconocido,Cali,Online
TRX-12169,PROD-1739,2025-12-31,13,1245.57,78.87,6,En Camino,Cali,Online
TRX-12170,PROD-3234,2024-11-11,13,1082.92,72.94,6,Retrasado,Bucaramanga,Físico
TRX-12171,PROD-2203,2025-01-03,1,350.66,56.29,27,En Camino,Bucaramanga,Online
TRX-12172,PROD-2315,2025-09-25,8,817.31,52.345,2,Devuelto,Bucaramanga,WhatsApp
TRX-12173,PROD-1420,2025-11-20,9,876.04,41.42,9,En Camino,Ventas_Web,Físico
TRX-12174,PROD-1327,2026-01-27,9,1965.41,43.71,6,Perdido,Bogotá,WhatsApp
TRX-12175,PROD-2343,2024-11-07,8,1700.08,46.15,5,Entregado,Ventas_Web,App
TRX-12176,PROD-3707,2025-03-20,4,1471.4,38.14,2,Entregado,Medellín,App
TRX-12177,PROD-2210,2025-06-16,14,1778.67,71.41,29,En Camino,Ventas_Web,WhatsApp
TRX-12178,PROD-2255,2025-06-17,14,1473.61,16.91,14,Retrasado,Medellín,Online
TRX-12179,PROD-2826,2025-10-24,7,1807.77,96.91,10,Entregado,Medellín,WhatsApp
TRX-12180,PROD-3468,2025-08-08,1,118.56,79.0,15,Desconocido,Medellín,Online
TRX-12181,PROD-3939,2024-09-30,7,917.57,33.33,17,Entregado,Bucaramanga,WhatsApp
TRX-12182,PROD-2745,2025-12-15,6,1496.33,9.04,7,Desconocido,Ventas_Web,WhatsApp
TRX-12183,PROD-1682,2025-06-14,5,1170.76,72.57,20,Desconocido,Medellín,Online
TRX-12184,PROD-3825,2026-01-11,1,358.58,52.345,11,Desconocido,Bogotá,WhatsApp
TRX-12185,PROD-2818,2025-10-13,8,687.58,74.76,13,Entregado,Bogotá,Físico
TRX-12186,PROD-2439,2024-12-09,10,642.37,96.54,23,Retrasado,Medellín,Online
TRX-12187,PROD-2831,2025-10-24,1,530.08,29.1,21,Perdido,Bogotá,App
TRX-12188,PROD-1173,2025-05-20,1,692.84,12.86,17,En Camino,Ventas_Web,App
TRX-12189,PROD-3977,2025-06-07,14,1034.56,91.94,5,Desconocido,Barranquilla,WhatsApp
TRX-12190,PROD-2444,2025-04-06,3,1711.19,29.57,12,Retrasado,Medellín,App
TRX-12191,PROD-3518,2025-12-26,13,1486.64,73.55,4,En Camino,Ventas_Web,Físico
TRX-12192,PROD-2781,2025-11-28,8,1672.15,10.76,1,Devuelto,Ventas_Web,App
TRX-12193,PROD-2124,2025-08-18,8,1768.37,77.26,10,Desconocido,Bogotá,App
TRX-12194,PROD-3619,2025-01-31,14,838.14,17.07,2,En Camino,Bogotá,Online
TRX-12195,PROD-1234,2025-12-18,7,698.59,71.08,13,Desconocido,Medellín,WhatsApp
TRX-12196,PROD-1307,2025-10-17,5,124.67,52.345,13,Entregado,Medellín,App
TRX-12197,PROD-3749,2025-08-31,8,1861.68,55.57,25,Retrasado,Medellín,WhatsApp
TRX-12198,PROD-3611,2025-06-10,2,140.99,95.77,12,Desconocido,Medellín,Online
TRX-12199,PROD-2663,2025-05-22,8,1484.86,8.51,1,Retrasado,Ventas_Web,App
TRX-12201,PROD-3101,2025-10-21,12,1898.07,11.6,10,Devuelto,Bogotá,Online
TRX-12202,PROD-3782,2025-03-12,11,845.01,88.52,20,Perdido,Bogotá,Online
TRX-12203,PROD-1655,2025-02-16,2,1635.05,61.42,24,Perdido,Ventas_Web,App
TRX-12204,PROD-1127,2025-06-19,10,572.48,55.82,5,Devuelto,Barranquilla,Físico
TRX-12205,PROD-1584,2025-02-18,5,605.19,17.49,10,Entregado,Bogotá,WhatsApp
TRX-12206,PROD-3488,2025-10-07,11,1195.08,51.46,7,Retrasado,Bogotá,WhatsApp
TRX-12207,PROD-3777,2025-07-18,13,1995.99,42.88,15,En Camino,Cali,WhatsApp
TRX-12208,PROD-2794,2024-10-20,4,1039.97,52.345,27,Devuelto,Cali,Físico
TRX-12209,PROD-1142,2025-02-18,13,1873.25,35.0,18,Perdido,Ventas_Web,WhatsApp
TRX-12210,PROD-1517,2025-11-16,1,1574.64,78.36,20,En Camino,Cali,Online
TRX-12211,PROD-1275,2025-06-29,5,1593.77,10.82,4,Desconocido,Ventas_Web,Online
